antigen137|Q5HHB7|CP002114.3|mhci|seq3981	antigen137|Q5HHB7|CP002114.3|mhci|seq3981
antigen137|Q5HHB7|BA000018.3|mhci|seq1880	antigen137|Q5HHB7|CP002114.3|mhci|seq1888
antigen137|Q5HHB7|BA000018.3|mhci|seq1912	antigen137|Q5HHB7|BA000018.3|mhci|seq1912
antigen137|Q5HHB7|BA000018.3|mhci|seq1944	antigen137|Q5HHB7|BA000018.3|mhci|seq1944
antigen137|Q5HHB7|BA000018.3|mhci|seq1944	antigen137|Q5HHB7|CP002114.3|mhci|seq1952
antigen137|Q5HHB7|BA000018.3|mhci|seq1976	antigen137|Q5HHB7|BA000018.3|mhci|seq1976
antigen137|Q5HHB7|BA000018.3|mhci|seq1976	antigen137|Q5HHB7|CP002114.3|mhci|seq1984
antigen137|Q5HHB7|BA000018.3|mhci|seq2136	antigen137|Q5HHB7|BA000018.3|mhci|seq2136
antigen137|Q5HHB7|BA000018.3|mhci|seq2264	antigen137|Q5HHB7|BA000018.3|mhci|seq2264
antigen137|Q5HHB7|BA000018.3|mhci|seq2328	antigen137|Q5HHB7|BA000018.3|mhci|seq2328
antigen137|Q5HHB7|BA000018.3|mhci|seq2328	antigen137|Q5HHB7|CP002114.3|mhci|seq2336
antigen137|Q5HHB7|BA000018.3|mhci|seq2360	antigen137|Q5HHB7|BA000018.3|mhci|seq2360
antigen137|Q5HHB7|BA000018.3|mhci|seq2360	antigen137|Q5HHB7|CP002114.3|mhci|seq2368
antigen137|Q5HHB7|BA000018.3|mhci|seq2392	antigen137|Q5HHB7|BA000018.3|mhci|seq2392
antigen137|Q5HHB7|BA000018.3|mhci|seq2392	antigen137|Q5HHB7|CP002114.3|mhci|seq2400
antigen137|Q5HHB7|BA000018.3|mhci|seq2424	antigen137|Q5HHB7|BA000018.3|mhci|seq2424
antigen137|Q5HHB7|BA000018.3|mhci|seq2424	antigen137|Q5HHB7|CP002114.3|mhci|seq2432
antigen137|Q5HHB7|BA000018.3|mhci|seq2456	antigen137|Q5HHB7|BA000018.3|mhci|seq2456
antigen137|Q5HHB7|BA000018.3|mhci|seq2456	antigen137|Q5HHB7|CP002114.3|mhci|seq2464
antigen137|Q5HHB7|BA000018.3|mhci|seq2488	antigen137|Q5HHB7|BA000018.3|mhci|seq2488
antigen137|Q5HHB7|BA000018.3|mhci|seq2488	antigen137|Q5HHB7|CP002114.3|mhci|seq2496
antigen137|Q5HHB7|BA000018.3|mhci|seq2520	antigen137|Q5HHB7|BA000018.3|mhci|seq2520
antigen137|Q5HHB7|BA000018.3|mhci|seq2520	antigen137|Q5HHB7|CP002114.3|mhci|seq2528
antigen137|Q5HHB7|BA000018.3|mhci|seq2872	antigen137|Q5HHB7|BA000018.3|mhci|seq2872
antigen137|Q5HHB7|BA000018.3|mhci|seq2968	antigen137|Q5HHB7|BA000018.3|mhci|seq2968
antigen137|Q5HHB7|BA000018.3|mhci|seq3000	antigen137|Q5HHB7|BA000018.3|mhci|seq3000
antigen137|Q5HHB7|BA000018.3|mhci|seq3000	antigen137|Q5HHB7|CP002114.3|mhci|seq2996
antigen137|Q5HHB7|BA000018.3|mhci|seq3032	antigen137|Q5HHB7|BA000018.3|mhci|seq3032
antigen137|Q5HHB7|BA000018.3|mhci|seq3032	antigen137|Q5HHB7|CP002114.3|mhci|seq3028
antigen137|Q5HHB7|BA000018.3|mhci|seq3192	antigen137|Q5HHB7|BA000018.3|mhci|seq3192
antigen137|Q5HHB7|BA000018.3|mhci|seq3480	antigen137|Q5HHB7|BA000018.3|mhci|seq3480
antigen137|Q5HHB7|BA000018.3|mhci|seq3512	antigen137|Q5HHB7|BA000018.3|mhci|seq3512
antigen137|Q5HHB7|BA000018.3|mhci|seq3512	antigen137|Q5HHB7|CP002114.3|mhci|seq3508
antigen137|Q5HHB7|BA000018.3|mhci|seq3544	antigen137|Q5HHB7|BA000018.3|mhci|seq3544
antigen137|Q5HHB7|BA000018.3|mhci|seq3672	antigen137|Q5HHB7|BA000018.3|mhci|seq3672
antigen137|Q5HHB7|BA000018.3|mhci|seq3800	antigen137|Q5HHB7|BA000018.3|mhci|seq3800
antigen137|Q5HHB7|BA000018.3|mhci|seq3864	antigen137|Q5HHB7|BA000018.3|mhci|seq3864
antigen137|Q5HHB7|BA000018.3|mhci|seq3864	antigen137|Q5HHB7|CP002114.3|mhci|seq3872
antigen137|Q5HHB7|BA000018.3|mhci|seq3896	antigen137|Q5HHB7|BA000018.3|mhci|seq3896
antigen137|Q5HHB7|BA000018.3|mhci|seq3896	antigen137|Q5HHB7|CP002114.3|mhci|seq3904
antigen137|Q5HHB7|BA000018.3|mhci|seq3928	antigen137|Q5HHB7|BA000018.3|mhci|seq3928
antigen137|Q5HHB7|BA000018.3|mhci|seq3960	antigen137|Q5HHB7|BA000018.3|mhci|seq3960
antigen137|Q5HHB7|BA000018.3|mhci|seq3960	antigen137|Q5HHB7|CP002114.3|mhci|seq3968
antigen137|Q5HHB7|BA000018.3|mhci|seq3992	antigen137|Q5HHB7|BA000018.3|mhci|seq3992
antigen137|Q5HHB7|BA000018.3|mhci|seq3992	antigen137|Q5HHB7|CP002114.3|mhci|seq4000
antigen137|Q5HHB7|BA000018.3|mhci|seq4024	antigen137|Q5HHB7|BA000018.3|mhci|seq4024
antigen137|Q5HHB7|BA000018.3|mhci|seq4024	antigen137|Q5HHB7|CP002114.3|mhci|seq4032
antigen137|Q5HHB7|BA000018.3|mhci|seq4056	antigen137|Q5HHB7|BA000018.3|mhci|seq4056
antigen137|Q5HHB7|BA000018.3|mhci|seq4088	antigen137|Q5HHB7|BA000018.3|mhci|seq4088
antigen137|Q5HHB7|BA000018.3|mhci|seq4088	antigen137|Q5HHB7|CP002114.3|mhci|seq4096
antigen137|Q5HHB7|BA000018.3|mhci|seq4152	antigen137|Q5HHB7|BA000018.3|mhci|seq4152
antigen137|Q5HHB7|BA000018.3|mhci|seq4184	antigen137|Q5HHB7|BA000018.3|mhci|seq4184
antigen137|Q5HHB7|BA000018.3|mhci|seq4184	antigen137|Q5HHB7|CP002114.3|mhci|seq4192
antigen137|Q5HHB7|BA000018.3|mhci|seq4216	antigen137|Q5HHB7|BA000018.3|mhci|seq4216
antigen137|Q5HHB7|BA000018.3|mhci|seq4248	antigen137|Q5HHB7|BA000018.3|mhci|seq4248
antigen137|Q5HHB7|BA000018.3|mhci|seq4312	antigen137|Q5HHB7|BA000018.3|mhci|seq4312
antigen137|Q5HHB7|BA000018.3|mhci|seq4312	antigen137|Q5HHB7|CP002114.3|mhci|seq1680
antigen137|Q5HHB7|BA000018.3|mhci|seq4376	antigen137|Q5HHB7|BA000018.3|mhci|seq4376
antigen137|Q5HHB7|BA000018.3|mhci|seq4408	antigen137|Q5HHB7|BA000018.3|mhci|seq4408
antigen137|Q5HHB7|BA000018.3|mhci|seq4440	antigen137|Q5HHB7|BA000018.3|mhci|seq4440
antigen137|Q5HHB7|BA000018.3|mhci|seq4440	antigen137|Q5HHB7|CP002114.3|mhci|seq4436
antigen137|Q5HHB7|BA000018.3|mhci|seq4472	antigen137|Q5HHB7|BA000018.3|mhci|seq4472
antigen137|Q5HHB7|BA000018.3|mhci|seq4472	antigen137|Q5HHB7|CP002114.3|mhci|seq4468
antigen137|Q5HHB7|BA000018.3|mhci|seq4600	antigen137|Q5HHB7|BA000018.3|mhci|seq4600
antigen137|Q5HHB7|BA000018.3|mhci|seq4792	antigen137|Q5HHB7|BA000018.3|mhci|seq4792
antigen137|Q5HHB7|CP002114.3|mhci|seq22	antigen137|Q5HHB7|CP002114.3|mhci|seq22
antigen137|Q5HHB7|CP002114.3|mhci|seq86	antigen137|Q5HHB7|CP002114.3|mhci|seq86
antigen137|Q5HHB7|CP002114.3|mhci|seq86	antigen137|Q5HHB7|BA000018.3|mhci|seq270
antigen137|Q5HHB7|CP002114.3|mhci|seq118	antigen137|Q5HHB7|CP002114.3|mhci|seq118
antigen137|Q5HHB7|CP002114.3|mhci|seq150	antigen137|Q5HHB7|CP002114.3|mhci|seq150
antigen137|Q5HHB7|CP002114.3|mhci|seq150	antigen137|Q5HHB7|BA000018.3|mhci|seq150
antigen137|Q5HHB7|CP002114.3|mhci|seq182	antigen137|Q5HHB7|CP002114.3|mhci|seq182
antigen137|Q5HHB7|CP002114.3|mhci|seq182	antigen137|Q5HHB7|BA000018.3|mhci|seq178
antigen137|Q5HHB7|CP002114.3|mhci|seq246	antigen137|Q5HHB7|CP002114.3|mhci|seq246
antigen137|Q5HHB7|CP002114.3|mhci|seq278	antigen137|Q5HHB7|CP002114.3|mhci|seq278
antigen137|Q5HHB7|CP002114.3|mhci|seq310	antigen137|Q5HHB7|CP002114.3|mhci|seq310
antigen137|Q5HHB7|CP002114.3|mhci|seq310	antigen137|Q5HHB7|BA000018.3|mhci|seq322
antigen137|Q5HHB7|CP002114.3|mhci|seq342	antigen137|Q5HHB7|CP002114.3|mhci|seq342
antigen137|Q5HHB7|CP002114.3|mhci|seq438	antigen137|Q5HHB7|CP002114.3|mhci|seq438
antigen137|Q5HHB7|CP002114.3|mhci|seq470	antigen137|Q5HHB7|CP002114.3|mhci|seq470
antigen137|Q5HHB7|CP002114.3|mhci|seq470	antigen137|Q5HHB7|BA000018.3|mhci|seq482
antigen137|Q5HHB7|CP002114.3|mhci|seq502	antigen137|Q5HHB7|CP002114.3|mhci|seq502
antigen137|Q5HHB7|CP002114.3|mhci|seq502	antigen137|Q5HHB7|BA000018.3|mhci|seq514
antigen137|Q5HHB7|CP002114.3|mhci|seq534	antigen137|Q5HHB7|CP002114.3|mhci|seq534
antigen137|Q5HHB7|CP002114.3|mhci|seq534	antigen137|Q5HHB7|BA000018.3|mhci|seq546
antigen137|Q5HHB7|CP002114.3|mhci|seq566	antigen137|Q5HHB7|CP002114.3|mhci|seq566
antigen137|Q5HHB7|CP002114.3|mhci|seq566	antigen137|Q5HHB7|BA000018.3|mhci|seq578
antigen137|Q5HHB7|CP002114.3|mhci|seq598	antigen137|Q5HHB7|CP002114.3|mhci|seq598
antigen137|Q5HHB7|CP002114.3|mhci|seq598	antigen137|Q5HHB7|BA000018.3|mhci|seq610
antigen137|Q5HHB7|CP002114.3|mhci|seq630	antigen137|Q5HHB7|CP002114.3|mhci|seq630
antigen137|Q5HHB7|CP002114.3|mhci|seq662	antigen137|Q5HHB7|CP002114.3|mhci|seq662
antigen137|Q5HHB7|CP002114.3|mhci|seq662	antigen137|Q5HHB7|BA000018.3|mhci|seq678
antigen137|Q5HHB7|CP002114.3|mhci|seq694	antigen137|Q5HHB7|CP002114.3|mhci|seq694
antigen137|Q5HHB7|CP002114.3|mhci|seq694	antigen137|Q5HHB7|BA000018.3|mhci|seq714
antigen137|Q5HHB7|CP002114.3|mhci|seq726	antigen137|Q5HHB7|CP002114.3|mhci|seq726
antigen137|Q5HHB7|CP002114.3|mhci|seq758	antigen137|Q5HHB7|CP002114.3|mhci|seq758
antigen137|Q5HHB7|CP002114.3|mhci|seq790	antigen137|Q5HHB7|CP002114.3|mhci|seq790
antigen137|Q5HHB7|CP002114.3|mhci|seq790	antigen137|Q5HHB7|BA000018.3|mhci|seq806
antigen137|Q5HHB7|CP002114.3|mhci|seq822	antigen137|Q5HHB7|CP002114.3|mhci|seq822
antigen137|Q5HHB7|CP002114.3|mhci|seq854	antigen137|Q5HHB7|CP002114.3|mhci|seq854
antigen137|Q5HHB7|CP002114.3|mhci|seq886	antigen137|Q5HHB7|CP002114.3|mhci|seq886
antigen137|Q5HHB7|CP002114.3|mhci|seq886	antigen137|Q5HHB7|BA000018.3|mhci|seq902
antigen137|Q5HHB7|CP002114.3|mhci|seq918	antigen137|Q5HHB7|CP002114.3|mhci|seq918
antigen137|Q5HHB7|CP002114.3|mhci|seq950	antigen137|Q5HHB7|CP002114.3|mhci|seq950
antigen137|Q5HHB7|CP002114.3|mhci|seq950	antigen137|Q5HHB7|BA000018.3|mhci|seq966
antigen137|Q5HHB7|CP002114.3|mhci|seq982	antigen137|Q5HHB7|CP002114.3|mhci|seq982
antigen137|Q5HHB7|CP002114.3|mhci|seq982	antigen137|Q5HHB7|BA000018.3|mhci|seq994
antigen137|Q5HHB7|CP002114.3|mhci|seq1206	antigen137|Q5HHB7|CP002114.3|mhci|seq1206
antigen137|Q5HHB7|CP002114.3|mhci|seq1206	antigen137|Q5HHB7|BA000018.3|mhci|seq1202
antigen137|Q5HHB7|CP002114.3|mhci|seq1206	antigen137|Q5HHB7|CP002114.3|mhci|seq1207
antigen137|Q5HHB7|CP002114.3|mhci|seq1206	antigen137|Q5HHB7|BA000018.3|mhci|seq1203
antigen137|Q5HHB7|CP002114.3|mhci|seq1238	antigen137|Q5HHB7|CP002114.3|mhci|seq1238
antigen137|Q5HHB7|CP002114.3|mhci|seq1238	antigen137|Q5HHB7|BA000018.3|mhci|seq1234
antigen137|Q5HHB7|CP002114.3|mhci|seq1270	antigen137|Q5HHB7|CP002114.3|mhci|seq1270
antigen137|Q5HHB7|CP002114.3|mhci|seq1270	antigen137|Q5HHB7|BA000018.3|mhci|seq1266
antigen137|Q5HHB7|CP002114.3|mhci|seq1302	antigen137|Q5HHB7|CP002114.3|mhci|seq1302
antigen137|Q5HHB7|CP002114.3|mhci|seq1302	antigen137|Q5HHB7|BA000018.3|mhci|seq1298
antigen137|Q5HHB7|CP002114.3|mhci|seq1302	antigen137|Q5HHB7|CP002114.3|mhci|seq1303
antigen137|Q5HHB7|CP002114.3|mhci|seq1302	antigen137|Q5HHB7|BA000018.3|mhci|seq1299
antigen137|Q5HHB7|CP002114.3|mhci|seq1366	antigen137|Q5HHB7|CP002114.3|mhci|seq1366
antigen137|Q5HHB7|CP002114.3|mhci|seq1366	antigen137|Q5HHB7|BA000018.3|mhci|seq1354
antigen137|Q5HHB7|CP002114.3|mhci|seq1366	antigen137|Q5HHB7|CP002114.3|mhci|seq1367
antigen137|Q5HHB7|CP002114.3|mhci|seq1366	antigen137|Q5HHB7|BA000018.3|mhci|seq1355
antigen137|Q5HHB7|CP002114.3|mhci|seq1398	antigen137|Q5HHB7|CP002114.3|mhci|seq1398
antigen137|Q5HHB7|CP002114.3|mhci|seq1398	antigen137|Q5HHB7|CP002114.3|mhci|seq1399
antigen137|Q5HHB7|CP002114.3|mhci|seq1430	antigen137|Q5HHB7|CP002114.3|mhci|seq1430
antigen137|Q5HHB7|CP002114.3|mhci|seq1430	antigen137|Q5HHB7|BA000018.3|mhci|seq1418
antigen137|Q5HHB7|CP002114.3|mhci|seq1430	antigen137|Q5HHB7|CP002114.3|mhci|seq1431
antigen137|Q5HHB7|CP002114.3|mhci|seq1430	antigen137|Q5HHB7|BA000018.3|mhci|seq1419
antigen137|Q5HHB7|CP002114.3|mhci|seq1462	antigen137|Q5HHB7|CP002114.3|mhci|seq1462
antigen137|Q5HHB7|CP002114.3|mhci|seq1462	antigen137|Q5HHB7|BA000018.3|mhci|seq1450
antigen137|Q5HHB7|CP002114.3|mhci|seq1462	antigen137|Q5HHB7|CP002114.3|mhci|seq1463
antigen137|Q5HHB7|CP002114.3|mhci|seq1462	antigen137|Q5HHB7|BA000018.3|mhci|seq1451
antigen137|Q5HHB7|CP002114.3|mhci|seq1494	antigen137|Q5HHB7|CP002114.3|mhci|seq1494
antigen137|Q5HHB7|CP002114.3|mhci|seq1494	antigen137|Q5HHB7|BA000018.3|mhci|seq1486
antigen137|Q5HHB7|CP002114.3|mhci|seq1494	antigen137|Q5HHB7|CP002114.3|mhci|seq1495
antigen137|Q5HHB7|CP002114.3|mhci|seq1494	antigen137|Q5HHB7|BA000018.3|mhci|seq1487
antigen137|Q5HHB7|CP002114.3|mhci|seq1526	antigen137|Q5HHB7|CP002114.3|mhci|seq1526
antigen137|Q5HHB7|CP002114.3|mhci|seq1526	antigen137|Q5HHB7|BA000018.3|mhci|seq1518
antigen137|Q5HHB7|CP002114.3|mhci|seq1526	antigen137|Q5HHB7|CP002114.3|mhci|seq1527
antigen137|Q5HHB7|CP002114.3|mhci|seq1526	antigen137|Q5HHB7|BA000018.3|mhci|seq1519
antigen137|Q5HHB7|CP002114.3|mhci|seq1558	antigen137|Q5HHB7|CP002114.3|mhci|seq1558
antigen137|Q5HHB7|CP002114.3|mhci|seq1558	antigen137|Q5HHB7|CP002114.3|mhci|seq1559
antigen137|Q5HHB7|CP002114.3|mhci|seq1590	antigen137|Q5HHB7|CP002114.3|mhci|seq1590
antigen137|Q5HHB7|CP002114.3|mhci|seq1590	antigen137|Q5HHB7|BA000018.3|mhci|seq1582
antigen137|Q5HHB7|CP002114.3|mhci|seq1590	antigen137|Q5HHB7|CP002114.3|mhci|seq1591
antigen137|Q5HHB7|CP002114.3|mhci|seq1590	antigen137|Q5HHB7|BA000018.3|mhci|seq1583
antigen137|Q5HHB7|CP002114.3|mhci|seq1622	antigen137|Q5HHB7|CP002114.3|mhci|seq1622
antigen137|Q5HHB7|CP002114.3|mhci|seq1622	antigen137|Q5HHB7|BA000018.3|mhci|seq1614
antigen137|Q5HHB7|CP002114.3|mhci|seq1654	antigen137|Q5HHB7|CP002114.3|mhci|seq1654
antigen137|Q5HHB7|CP002114.3|mhci|seq1654	antigen137|Q5HHB7|BA000018.3|mhci|seq1650
antigen137|Q5HHB7|CP002114.3|mhci|seq1686	antigen137|Q5HHB7|CP002114.3|mhci|seq1686
antigen137|Q5HHB7|CP002114.3|mhci|seq1686	antigen137|Q5HHB7|BA000018.3|mhci|seq1678
antigen137|Q5HHB7|CP002114.3|mhci|seq1686	antigen137|Q5HHB7|CP002114.3|mhci|seq1687
antigen137|Q5HHB7|CP002114.3|mhci|seq1686	antigen137|Q5HHB7|BA000018.3|mhci|seq1679
antigen137|Q5HHB7|CP002114.3|mhci|seq1718	antigen137|Q5HHB7|CP002114.3|mhci|seq1718
antigen137|Q5HHB7|CP002114.3|mhci|seq1718	antigen137|Q5HHB7|BA000018.3|mhci|seq1710
antigen137|Q5HHB7|CP002114.3|mhci|seq1750	antigen137|Q5HHB7|CP002114.3|mhci|seq1750
antigen137|Q5HHB7|CP002114.3|mhci|seq1750	antigen137|Q5HHB7|BA000018.3|mhci|seq1742
antigen137|Q5HHB7|CP002114.3|mhci|seq1782	antigen137|Q5HHB7|CP002114.3|mhci|seq1782
antigen137|Q5HHB7|CP002114.3|mhci|seq1782	antigen137|Q5HHB7|BA000018.3|mhci|seq1774
antigen137|Q5HHB7|CP002114.3|mhci|seq1782	antigen137|Q5HHB7|CP002114.3|mhci|seq1783
antigen137|Q5HHB7|CP002114.3|mhci|seq1782	antigen137|Q5HHB7|BA000018.3|mhci|seq1775
antigen137|Q5HHB7|CP002114.3|mhci|seq1814	antigen137|Q5HHB7|CP002114.3|mhci|seq1814
antigen137|Q5HHB7|CP002114.3|mhci|seq1814	antigen137|Q5HHB7|BA000018.3|mhci|seq1806
antigen137|Q5HHB7|CP002114.3|mhci|seq1846	antigen137|Q5HHB7|CP002114.3|mhci|seq1846
antigen137|Q5HHB7|CP002114.3|mhci|seq1846	antigen137|Q5HHB7|BA000018.3|mhci|seq1838
antigen137|Q5HHB7|CP002114.3|mhci|seq1878	antigen137|Q5HHB7|CP002114.3|mhci|seq1878
antigen137|Q5HHB7|CP002114.3|mhci|seq1878	antigen137|Q5HHB7|BA000018.3|mhci|seq1870
antigen137|Q5HHB7|CP002114.3|mhci|seq1910	antigen137|Q5HHB7|CP002114.3|mhci|seq1910
antigen137|Q5HHB7|CP002114.3|mhci|seq1910	antigen137|Q5HHB7|BA000018.3|mhci|seq1902
antigen137|Q5HHB7|CP002114.3|mhci|seq1910	antigen137|Q5HHB7|CP002114.3|mhci|seq1911
antigen137|Q5HHB7|CP002114.3|mhci|seq1910	antigen137|Q5HHB7|BA000018.3|mhci|seq1903
antigen137|Q5HHB7|CP002114.3|mhci|seq1942	antigen137|Q5HHB7|CP002114.3|mhci|seq1942
antigen137|Q5HHB7|CP002114.3|mhci|seq1942	antigen137|Q5HHB7|BA000018.3|mhci|seq1934
antigen137|Q5HHB7|CP002114.3|mhci|seq1974	antigen137|Q5HHB7|CP002114.3|mhci|seq1974
antigen137|Q5HHB7|CP002114.3|mhci|seq1974	antigen137|Q5HHB7|BA000018.3|mhci|seq1966
antigen137|Q5HHB7|CP002114.3|mhci|seq2006	antigen137|Q5HHB7|CP002114.3|mhci|seq2006
antigen137|Q5HHB7|CP002114.3|mhci|seq2006	antigen137|Q5HHB7|BA000018.3|mhci|seq2002
antigen137|Q5HHB7|CP002114.3|mhci|seq2006	antigen137|Q5HHB7|CP002114.3|mhci|seq2007
antigen137|Q5HHB7|CP002114.3|mhci|seq2006	antigen137|Q5HHB7|BA000018.3|mhci|seq2003
antigen137|Q5HHB7|CP002114.3|mhci|seq2038	antigen137|Q5HHB7|CP002114.3|mhci|seq2038
antigen137|Q5HHB7|CP002114.3|mhci|seq2038	antigen137|Q5HHB7|BA000018.3|mhci|seq2034
antigen137|Q5HHB7|CP002114.3|mhci|seq2070	antigen137|Q5HHB7|CP002114.3|mhci|seq2070
antigen137|Q5HHB7|CP002114.3|mhci|seq2070	antigen137|Q5HHB7|BA000018.3|mhci|seq2066
antigen137|Q5HHB7|CP002114.3|mhci|seq2102	antigen137|Q5HHB7|CP002114.3|mhci|seq2102
antigen137|Q5HHB7|CP002114.3|mhci|seq2102	antigen137|Q5HHB7|BA000018.3|mhci|seq2098
antigen137|Q5HHB7|CP002114.3|mhci|seq2134	antigen137|Q5HHB7|CP002114.3|mhci|seq2134
antigen137|Q5HHB7|CP002114.3|mhci|seq2134	antigen137|Q5HHB7|BA000018.3|mhci|seq2130
antigen137|Q5HHB7|CP002114.3|mhci|seq2134	antigen137|Q5HHB7|CP002114.3|mhci|seq2135
antigen137|Q5HHB7|CP002114.3|mhci|seq2134	antigen137|Q5HHB7|BA000018.3|mhci|seq2131
antigen137|Q5HHB7|CP002114.3|mhci|seq2166	antigen137|Q5HHB7|CP002114.3|mhci|seq2166
antigen137|Q5HHB7|CP002114.3|mhci|seq2166	antigen137|Q5HHB7|BA000018.3|mhci|seq2162
antigen137|Q5HHB7|CP002114.3|mhci|seq2198	antigen137|Q5HHB7|CP002114.3|mhci|seq2198
antigen137|Q5HHB7|CP002114.3|mhci|seq2198	antigen137|Q5HHB7|BA000018.3|mhci|seq2198
antigen137|Q5HHB7|CP002114.3|mhci|seq2198	antigen137|Q5HHB7|CP002114.3|mhci|seq2199
antigen137|Q5HHB7|CP002114.3|mhci|seq2198	antigen137|Q5HHB7|BA000018.3|mhci|seq2199
antigen137|Q5HHB7|CP002114.3|mhci|seq2230	antigen137|Q5HHB7|CP002114.3|mhci|seq2230
antigen137|Q5HHB7|CP002114.3|mhci|seq2230	antigen137|Q5HHB7|BA000018.3|mhci|seq2226
antigen137|Q5HHB7|CP002114.3|mhci|seq2262	antigen137|Q5HHB7|CP002114.3|mhci|seq2262
antigen137|Q5HHB7|CP002114.3|mhci|seq2262	antigen137|Q5HHB7|BA000018.3|mhci|seq2254
antigen137|Q5HHB7|CP002114.3|mhci|seq2262	antigen137|Q5HHB7|CP002114.3|mhci|seq2263
antigen137|Q5HHB7|CP002114.3|mhci|seq2262	antigen137|Q5HHB7|BA000018.3|mhci|seq2255
antigen137|Q5HHB7|CP002114.3|mhci|seq2294	antigen137|Q5HHB7|CP002114.3|mhci|seq2294
antigen137|Q5HHB7|CP002114.3|mhci|seq2294	antigen137|Q5HHB7|BA000018.3|mhci|seq2290
antigen137|Q5HHB7|CP002114.3|mhci|seq2326	antigen137|Q5HHB7|CP002114.3|mhci|seq2326
antigen137|Q5HHB7|CP002114.3|mhci|seq2326	antigen137|Q5HHB7|BA000018.3|mhci|seq2322
antigen137|Q5HHB7|CP002114.3|mhci|seq2326	antigen137|Q5HHB7|CP002114.3|mhci|seq2327
antigen137|Q5HHB7|CP002114.3|mhci|seq2326	antigen137|Q5HHB7|BA000018.3|mhci|seq2323
antigen137|Q5HHB7|CP002114.3|mhci|seq2358	antigen137|Q5HHB7|CP002114.3|mhci|seq2358
antigen137|Q5HHB7|CP002114.3|mhci|seq2358	antigen137|Q5HHB7|BA000018.3|mhci|seq2350
antigen137|Q5HHB7|CP002114.3|mhci|seq2358	antigen137|Q5HHB7|CP002114.3|mhci|seq2359
antigen137|Q5HHB7|CP002114.3|mhci|seq2358	antigen137|Q5HHB7|BA000018.3|mhci|seq2351
antigen137|Q5HHB7|CP002114.3|mhci|seq2390	antigen137|Q5HHB7|CP002114.3|mhci|seq2390
antigen137|Q5HHB7|CP002114.3|mhci|seq2390	antigen137|Q5HHB7|BA000018.3|mhci|seq2382
antigen137|Q5HHB7|CP002114.3|mhci|seq2390	antigen137|Q5HHB7|CP002114.3|mhci|seq2391
antigen137|Q5HHB7|CP002114.3|mhci|seq2390	antigen137|Q5HHB7|BA000018.3|mhci|seq2383
antigen137|Q5HHB7|CP002114.3|mhci|seq2422	antigen137|Q5HHB7|CP002114.3|mhci|seq2422
antigen137|Q5HHB7|CP002114.3|mhci|seq2454	antigen137|Q5HHB7|CP002114.3|mhci|seq2454
antigen137|Q5HHB7|CP002114.3|mhci|seq2454	antigen137|Q5HHB7|BA000018.3|mhci|seq2446
antigen137|Q5HHB7|CP002114.3|mhci|seq2486	antigen137|Q5HHB7|CP002114.3|mhci|seq2486
antigen137|Q5HHB7|CP002114.3|mhci|seq2486	antigen137|Q5HHB7|BA000018.3|mhci|seq2478
antigen137|Q5HHB7|CP002114.3|mhci|seq2518	antigen137|Q5HHB7|CP002114.3|mhci|seq2518
antigen137|Q5HHB7|CP002114.3|mhci|seq2518	antigen137|Q5HHB7|BA000018.3|mhci|seq2510
antigen137|Q5HHB7|CP002114.3|mhci|seq2550	antigen137|Q5HHB7|CP002114.3|mhci|seq2550
antigen137|Q5HHB7|CP002114.3|mhci|seq2550	antigen137|Q5HHB7|BA000018.3|mhci|seq2546
antigen137|Q5HHB7|CP002114.3|mhci|seq2582	antigen137|Q5HHB7|CP002114.3|mhci|seq2582
antigen137|Q5HHB7|CP002114.3|mhci|seq2582	antigen137|Q5HHB7|BA000018.3|mhci|seq2578
antigen137|Q5HHB7|CP002114.3|mhci|seq2582	antigen137|Q5HHB7|CP002114.3|mhci|seq2583
antigen137|Q5HHB7|CP002114.3|mhci|seq2582	antigen137|Q5HHB7|BA000018.3|mhci|seq2579
antigen137|Q5HHB7|CP002114.3|mhci|seq2614	antigen137|Q5HHB7|CP002114.3|mhci|seq2614
antigen137|Q5HHB7|CP002114.3|mhci|seq2614	antigen137|Q5HHB7|BA000018.3|mhci|seq2610
antigen137|Q5HHB7|CP002114.3|mhci|seq2614	antigen137|Q5HHB7|CP002114.3|mhci|seq2615
antigen137|Q5HHB7|CP002114.3|mhci|seq2614	antigen137|Q5HHB7|BA000018.3|mhci|seq2611
antigen137|Q5HHB7|CP002114.3|mhci|seq2646	antigen137|Q5HHB7|CP002114.3|mhci|seq2646
antigen137|Q5HHB7|CP002114.3|mhci|seq2646	antigen137|Q5HHB7|BA000018.3|mhci|seq2642
antigen137|Q5HHB7|CP002114.3|mhci|seq2678	antigen137|Q5HHB7|CP002114.3|mhci|seq2678
antigen137|Q5HHB7|CP002114.3|mhci|seq2678	antigen137|Q5HHB7|BA000018.3|mhci|seq2674
antigen137|Q5HHB7|CP002114.3|mhci|seq2710	antigen137|Q5HHB7|CP002114.3|mhci|seq2710
antigen137|Q5HHB7|CP002114.3|mhci|seq2710	antigen137|Q5HHB7|BA000018.3|mhci|seq2706
antigen137|Q5HHB7|CP002114.3|mhci|seq2710	antigen137|Q5HHB7|CP002114.3|mhci|seq2711
antigen137|Q5HHB7|CP002114.3|mhci|seq2710	antigen137|Q5HHB7|BA000018.3|mhci|seq2707
