antigen63|P65177|HE681097.1|mhci|seq669	antigen63|P65177|HE681097.1|mhci|seq669
antigen63|P65177|BX571857.1|mhci|seq369	antigen63|P65177|BA000018.3|mhci|seq378
antigen63|P65177|BX571857.1|mhci|seq401	antigen63|P65177|BX571857.1|mhci|seq401
antigen63|P65177|BX571857.1|mhci|seq401	antigen63|P65177|BX571857.1|mhci|seq402
antigen63|P65177|BX571857.1|mhci|seq401	antigen63|P65177|BA000018.3|mhci|seq410
antigen63|P65177|BX571857.1|mhci|seq433	antigen63|P65177|BX571857.1|mhci|seq433
antigen63|P65177|BX571857.1|mhci|seq433	antigen63|P65177|BA000018.3|mhci|seq441
antigen63|P65177|BX571857.1|mhci|seq433	antigen63|P65177|BX571857.1|mhci|seq434
antigen63|P65177|BX571857.1|mhci|seq433	antigen63|P65177|BA000018.3|mhci|seq442
antigen63|P65177|BX571857.1|mhci|seq465	antigen63|P65177|BX571857.1|mhci|seq465
antigen63|P65177|BX571857.1|mhci|seq465	antigen63|P65177|BA000018.3|mhci|seq473
antigen63|P65177|BX571857.1|mhci|seq465	antigen63|P65177|BX571857.1|mhci|seq466
antigen63|P65177|BX571857.1|mhci|seq465	antigen63|P65177|BA000018.3|mhci|seq474
antigen63|P65177|BX571857.1|mhci|seq497	antigen63|P65177|BX571857.1|mhci|seq497
antigen63|P65177|BX571857.1|mhci|seq497	antigen63|P65177|BA000018.3|mhci|seq505
antigen63|P65177|BX571857.1|mhci|seq561	antigen63|P65177|BX571857.1|mhci|seq561
antigen63|P65177|BX571857.1|mhci|seq561	antigen63|P65177|BA000018.3|mhci|seq569
antigen63|P65177|BX571857.1|mhci|seq561	antigen63|P65177|BX571857.1|mhci|seq562
antigen63|P65177|BX571857.1|mhci|seq561	antigen63|P65177|BA000018.3|mhci|seq570
antigen63|P65177|BX571857.1|mhci|seq657	antigen63|P65177|BX571857.1|mhci|seq657
antigen63|P65177|BX571857.1|mhci|seq753	antigen63|P65177|BX571857.1|mhci|seq753
antigen63|P65177|BX571857.1|mhci|seq785	antigen63|P65177|BX571857.1|mhci|seq785
antigen63|P65177|BX571857.1|mhci|seq785	antigen63|P65177|BA000018.3|mhci|seq789
antigen63|P65177|BX571857.1|mhci|seq785	antigen63|P65177|BX571857.1|mhci|seq786
antigen63|P65177|BX571857.1|mhci|seq785	antigen63|P65177|BA000018.3|mhci|seq790
antigen63|P65177|BX571857.1|mhci|seq817	antigen63|P65177|BX571857.1|mhci|seq817
antigen63|P65177|BX571857.1|mhci|seq817	antigen63|P65177|BA000018.3|mhci|seq821
antigen63|P65177|BX571857.1|mhci|seq849	antigen63|P65177|BX571857.1|mhci|seq849
antigen63|P65177|BX571857.1|mhci|seq849	antigen63|P65177|BA000018.3|mhci|seq853
antigen63|P65177|BX571857.1|mhci|seq881	antigen63|P65177|BX571857.1|mhci|seq881
antigen63|P65177|BX571857.1|mhci|seq881	antigen63|P65177|BA000018.3|mhci|seq885
antigen63|P65177|BX571857.1|mhci|seq881	antigen63|P65177|BX571857.1|mhci|seq882
antigen63|P65177|BX571857.1|mhci|seq881	antigen63|P65177|BA000018.3|mhci|seq886
antigen63|P65177|HE681097.1|mhci|seq475	antigen63|P65177|HE681097.1|mhci|seq475
antigen63|P65177|HE681097.1|mhci|seq507	antigen63|P65177|HE681097.1|mhci|seq507
antigen63|P65177|HE681097.1|mhci|seq571	antigen63|P65177|HE681097.1|mhci|seq571
antigen63|P65177|HE681097.1|mhci|seq667	antigen63|P65177|HE681097.1|mhci|seq667
antigen63|P65177|BA000018.3|mhci|seq37	antigen63|P65177|BA000018.3|mhci|seq37
antigen63|P65177|BA000018.3|mhci|seq37	antigen63|P65177|BX571857.1|mhci|seq33
antigen63|P65177|BA000018.3|mhci|seq69	antigen63|P65177|BA000018.3|mhci|seq69
antigen63|P65177|BA000018.3|mhci|seq69	antigen63|P65177|BX571857.1|mhci|seq65
antigen63|P65177|BA000018.3|mhci|seq286	antigen63|P65177|BA000018.3|mhci|seq286
antigen63|P65177|BA000018.3|mhci|seq318	antigen63|P65177|BA000018.3|mhci|seq318
antigen63|P65177|BA000018.3|mhci|seq350	antigen63|P65177|BA000018.3|mhci|seq350
antigen63|P65177|CP002114.3|mhci|seq72	antigen63|P65177|CP002114.3|mhci|seq72
antigen63|P65177|CP002114.3|mhci|seq72	antigen63|P65177|BA000018.3|mhci|seq543
antigen63|P65177|CP002114.3|mhci|seq72	antigen63|P65177|BX571857.1|mhci|seq535
antigen63|P65177|CP002114.3|mhci|seq72	antigen63|P65177|HE681097.1|mhci|seq72
antigen63|P65177|CP002114.3|mhci|seq200	antigen63|P65177|CP002114.3|mhci|seq200
antigen63|P65177|CP002114.3|mhci|seq232	antigen63|P65177|CP002114.3|mhci|seq232
antigen63|P65177|CP002114.3|mhci|seq232	antigen63|P65177|BA000018.3|mhci|seq224
antigen63|P65177|CP002114.3|mhci|seq232	antigen63|P65177|BX571857.1|mhci|seq220
antigen63|P65177|CP002114.3|mhci|seq232	antigen63|P65177|HE681097.1|mhci|seq232
antigen63|P65177|CP002114.3|mhci|seq328	antigen63|P65177|CP002114.3|mhci|seq328
antigen63|P65177|CP002114.3|mhci|seq328	antigen63|P65177|BX571857.1|mhci|seq332
antigen63|P65177|CP002114.3|mhci|seq328	antigen63|P65177|HE681097.1|mhci|seq328
antigen63|P65177|CP002114.3|mhci|seq328	antigen63|P65177|BA000018.3|mhci|seq340
antigen63|P65177|CP002114.3|mhci|seq392	antigen63|P65177|CP002114.3|mhci|seq392
antigen63|P65177|CP002114.3|mhci|seq456	antigen63|P65177|CP002114.3|mhci|seq456
antigen63|P65177|CP002114.3|mhci|seq456	antigen63|P65177|BA000018.3|mhci|seq448
antigen63|P65177|CP002114.3|mhci|seq456	antigen63|P65177|BX571857.1|mhci|seq440
antigen63|P65177|CP002114.3|mhci|seq456	antigen63|P65177|HE681097.1|mhci|seq456
antigen63|P65177|CP002114.3|mhci|seq552	antigen63|P65177|CP002114.3|mhci|seq552
antigen63|P65177|CP002114.3|mhci|seq808	antigen63|P65177|CP002114.3|mhci|seq808
antigen63|P65177|CP002114.3|mhci|seq872	antigen63|P65177|CP002114.3|mhci|seq872
antigen63|P65177|CP002114.3|mhci|seq872	antigen63|P65177|BA000018.3|mhci|seq864
antigen63|P65177|CP002114.3|mhci|seq872	antigen63|P65177|BX571857.1|mhci|seq860
antigen63|P65177|CP002114.3|mhci|seq872	antigen63|P65177|HE681097.1|mhci|seq872
antigen63|P65177|CP002114.3|mhci|seq904	antigen63|P65177|CP002114.3|mhci|seq904
antigen63|P65177|CP002114.3|mhci|seq904	antigen63|P65177|BA000018.3|mhci|seq896
antigen63|P65177|CP002114.3|mhci|seq904	antigen63|P65177|BX571857.1|mhci|seq892
antigen63|P65177|CP002114.3|mhci|seq904	antigen63|P65177|HE681097.1|mhci|seq904
antigen63|P65177|BX571857.1|mhci|seq491	antigen63|P65177|BX571857.1|mhci|seq491
antigen63|P65177|BX571857.1|mhci|seq555	antigen63|P65177|BX571857.1|mhci|seq555
antigen63|P65177|BX571857.1|mhci|seq619	antigen63|P65177|BX571857.1|mhci|seq619
antigen63|P65177|BX571857.1|mhci|seq619	antigen63|P65177|HE681097.1|mhci|seq635
antigen63|P65177|BX571857.1|mhci|seq619	antigen63|P65177|CP002114.3|mhci|seq635
antigen63|P65177|BX571857.1|mhci|seq683	antigen63|P65177|BX571857.1|mhci|seq683
antigen63|P65177|BX571857.1|mhci|seq683	antigen63|P65177|HE681097.1|mhci|seq695
antigen63|P65177|BX571857.1|mhci|seq683	antigen63|P65177|CP002114.3|mhci|seq695
antigen63|P65177|BX571857.1|mhci|seq683	antigen63|P65177|BA000018.3|mhci|seq687
antigen63|P65177|BX571857.1|mhci|seq747	antigen63|P65177|BX571857.1|mhci|seq747
antigen63|P65177|BX571857.1|mhci|seq779	antigen63|P65177|BX571857.1|mhci|seq779
antigen63|P65177|BX571857.1|mhci|seq875	antigen63|P65177|BX571857.1|mhci|seq875
antigen63|P65177|BX571857.1|mhci|seq875	antigen63|P65177|HE681097.1|mhci|seq887
antigen63|P65177|BX571857.1|mhci|seq875	antigen63|P65177|CP002114.3|mhci|seq887
antigen63|P65177|BX571857.1|mhci|seq875	antigen63|P65177|BA000018.3|mhci|seq879
antigen63|P65177|HE681097.1|mhci|seq53	antigen63|P65177|HE681097.1|mhci|seq53
antigen63|P65177|HE681097.1|mhci|seq85	antigen63|P65177|HE681097.1|mhci|seq85
antigen63|P65177|HE681097.1|mhci|seq213	antigen63|P65177|HE681097.1|mhci|seq213
antigen63|P65177|HE681097.1|mhci|seq277	antigen63|P65177|HE681097.1|mhci|seq277
antigen63|P65177|HE681097.1|mhci|seq341	antigen63|P65177|HE681097.1|mhci|seq341
antigen63|P65177|HE681097.1|mhci|seq341	antigen63|P65177|BA000018.3|mhci|seq353
antigen63|P65177|HE681097.1|mhci|seq341	antigen63|P65177|CP002114.3|mhci|seq341
antigen63|P65177|HE681097.1|mhci|seq341	antigen63|P65177|BX571857.1|mhci|seq345
antigen63|P65177|BA000018.3|mhci|seq51	antigen63|P65177|BA000018.3|mhci|seq51
antigen63|P65177|BA000018.3|mhci|seq51	antigen63|P65177|BX571857.1|mhci|seq51
antigen63|P65177|BA000018.3|mhci|seq115	antigen63|P65177|BA000018.3|mhci|seq115
antigen63|P65177|BA000018.3|mhci|seq115	antigen63|P65177|BX571857.1|mhci|seq107
antigen63|P65177|BA000018.3|mhci|seq371	antigen63|P65177|BA000018.3|mhci|seq371
antigen63|P65177|BA000018.3|mhci|seq371	antigen63|P65177|BX571857.1|mhci|seq363
antigen63|P65177|BA000018.3|mhci|seq403	antigen63|P65177|BA000018.3|mhci|seq403
antigen63|P65177|BA000018.3|mhci|seq403	antigen63|P65177|BX571857.1|mhci|seq395
antigen63|P65177|BA000018.3|mhci|seq435	antigen63|P65177|BA000018.3|mhci|seq435
antigen63|P65177|BA000018.3|mhci|seq435	antigen63|P65177|BX571857.1|mhci|seq427
antigen63|P65177|BA000018.3|mhci|seq467	antigen63|P65177|BA000018.3|mhci|seq467
antigen63|P65177|BA000018.3|mhci|seq467	antigen63|P65177|BX571857.1|mhci|seq459
antigen63|P65177|BA000018.3|mhci|seq499	antigen63|P65177|BA000018.3|mhci|seq499
antigen63|P65177|BA000018.3|mhci|seq531	antigen63|P65177|BA000018.3|mhci|seq531
antigen63|P65177|BA000018.3|mhci|seq531	antigen63|P65177|BX571857.1|mhci|seq523
antigen63|P65177|BA000018.3|mhci|seq563	antigen63|P65177|BA000018.3|mhci|seq563
antigen63|P65177|BA000018.3|mhci|seq595	antigen63|P65177|BA000018.3|mhci|seq595
antigen63|P65177|BA000018.3|mhci|seq595	antigen63|P65177|BX571857.1|mhci|seq587
antigen63|P65177|BA000018.3|mhci|seq659	antigen63|P65177|BA000018.3|mhci|seq659
antigen63|P65177|BA000018.3|mhci|seq691	antigen63|P65177|BA000018.3|mhci|seq691
antigen63|P65177|BA000018.3|mhci|seq723	antigen63|P65177|BA000018.3|mhci|seq723
antigen63|P65177|BA000018.3|mhci|seq755	antigen63|P65177|BA000018.3|mhci|seq755
antigen63|P65177|BA000018.3|mhci|seq787	antigen63|P65177|BA000018.3|mhci|seq787
antigen63|P65177|BA000018.3|mhci|seq787	antigen63|P65177|BX571857.1|mhci|seq783
antigen63|P65177|BA000018.3|mhci|seq819	antigen63|P65177|BA000018.3|mhci|seq819
antigen63|P65177|BA000018.3|mhci|seq819	antigen63|P65177|BX571857.1|mhci|seq815
antigen63|P65177|BA000018.3|mhci|seq851	antigen63|P65177|BA000018.3|mhci|seq851
antigen63|P65177|BA000018.3|mhci|seq851	antigen63|P65177|BX571857.1|mhci|seq847
antigen63|P65177|BA000018.3|mhci|seq883	antigen63|P65177|BA000018.3|mhci|seq883
antigen63|P65177|BA000018.3|mhci|seq883	antigen63|P65177|BX571857.1|mhci|seq879
antigen63|P65177|BA000018.3|mhci|seq915	antigen63|P65177|BA000018.3|mhci|seq915
antigen63|P65177|CP002114.3|mhci|seq29	antigen63|P65177|CP002114.3|mhci|seq29
antigen63|P65177|CP002114.3|mhci|seq61	antigen63|P65177|CP002114.3|mhci|seq61
antigen63|P65177|CP002114.3|mhci|seq61	antigen63|P65177|HE681097.1|mhci|seq61
antigen63|P65177|CP002114.3|mhci|seq93	antigen63|P65177|CP002114.3|mhci|seq93
antigen63|P65177|CP002114.3|mhci|seq93	antigen63|P65177|HE681097.1|mhci|seq93
antigen63|P65177|CP002114.3|mhci|seq125	antigen63|P65177|CP002114.3|mhci|seq125
antigen63|P65177|CP002114.3|mhci|seq125	antigen63|P65177|HE681097.1|mhci|seq125
antigen63|P65177|CP002114.3|mhci|seq157	antigen63|P65177|CP002114.3|mhci|seq157
antigen63|P65177|CP002114.3|mhci|seq157	antigen63|P65177|HE681097.1|mhci|seq157
antigen63|P65177|CP002114.3|mhci|seq189	antigen63|P65177|CP002114.3|mhci|seq189
antigen63|P65177|CP002114.3|mhci|seq189	antigen63|P65177|HE681097.1|mhci|seq189
antigen63|P65177|CP002114.3|mhci|seq253	antigen63|P65177|CP002114.3|mhci|seq253
antigen63|P65177|CP002114.3|mhci|seq253	antigen63|P65177|HE681097.1|mhci|seq253
antigen63|P65177|CP002114.3|mhci|seq285	antigen63|P65177|CP002114.3|mhci|seq285
antigen63|P65177|CP002114.3|mhci|seq285	antigen63|P65177|HE681097.1|mhci|seq285
antigen63|P65177|CP002114.3|mhci|seq317	antigen63|P65177|CP002114.3|mhci|seq317
antigen63|P65177|CP002114.3|mhci|seq317	antigen63|P65177|HE681097.1|mhci|seq317
antigen63|P65177|CP002114.3|mhci|seq381	antigen63|P65177|CP002114.3|mhci|seq381
antigen63|P65177|CP002114.3|mhci|seq381	antigen63|P65177|HE681097.1|mhci|seq381
antigen63|P65177|CP002114.3|mhci|seq381	antigen63|P65177|CP002114.3|mhci|seq382
antigen63|P65177|CP002114.3|mhci|seq381	antigen63|P65177|HE681097.1|mhci|seq382
antigen63|P65177|CP002114.3|mhci|seq413	antigen63|P65177|CP002114.3|mhci|seq413
antigen63|P65177|CP002114.3|mhci|seq413	antigen63|P65177|HE681097.1|mhci|seq413
antigen63|P65177|CP002114.3|mhci|seq413	antigen63|P65177|CP002114.3|mhci|seq414
antigen63|P65177|CP002114.3|mhci|seq413	antigen63|P65177|HE681097.1|mhci|seq414
antigen63|P65177|CP002114.3|mhci|seq445	antigen63|P65177|CP002114.3|mhci|seq445
antigen63|P65177|CP002114.3|mhci|seq445	antigen63|P65177|HE681097.1|mhci|seq445
antigen63|P65177|CP002114.3|mhci|seq445	antigen63|P65177|BX571857.1|mhci|seq429
antigen63|P65177|CP002114.3|mhci|seq445	antigen63|P65177|BA000018.3|mhci|seq437
antigen63|P65177|CP002114.3|mhci|seq445	antigen63|P65177|CP002114.3|mhci|seq446
antigen63|P65177|CP002114.3|mhci|seq445	antigen63|P65177|HE681097.1|mhci|seq446
antigen63|P65177|CP002114.3|mhci|seq445	antigen63|P65177|BX571857.1|mhci|seq430
antigen63|P65177|CP002114.3|mhci|seq445	antigen63|P65177|BA000018.3|mhci|seq438
antigen63|P65177|CP002114.3|mhci|seq477	antigen63|P65177|CP002114.3|mhci|seq477
antigen63|P65177|CP002114.3|mhci|seq477	antigen63|P65177|HE681097.1|mhci|seq477
antigen63|P65177|CP002114.3|mhci|seq477	antigen63|P65177|CP002114.3|mhci|seq478
antigen63|P65177|CP002114.3|mhci|seq477	antigen63|P65177|HE681097.1|mhci|seq478
antigen63|P65177|CP002114.3|mhci|seq509	antigen63|P65177|CP002114.3|mhci|seq509
antigen63|P65177|CP002114.3|mhci|seq509	antigen63|P65177|HE681097.1|mhci|seq509
antigen63|P65177|CP002114.3|mhci|seq509	antigen63|P65177|CP002114.3|mhci|seq510
antigen63|P65177|CP002114.3|mhci|seq509	antigen63|P65177|HE681097.1|mhci|seq510
antigen63|P65177|CP002114.3|mhci|seq541	antigen63|P65177|CP002114.3|mhci|seq541
antigen63|P65177|CP002114.3|mhci|seq541	antigen63|P65177|HE681097.1|mhci|seq541
antigen63|P65177|CP002114.3|mhci|seq541	antigen63|P65177|CP002114.3|mhci|seq542
antigen63|P65177|CP002114.3|mhci|seq541	antigen63|P65177|HE681097.1|mhci|seq542
antigen63|P65177|CP002114.3|mhci|seq573	antigen63|P65177|CP002114.3|mhci|seq573
antigen63|P65177|CP002114.3|mhci|seq573	antigen63|P65177|HE681097.1|mhci|seq573
antigen63|P65177|CP002114.3|mhci|seq605	antigen63|P65177|CP002114.3|mhci|seq605
antigen63|P65177|CP002114.3|mhci|seq605	antigen63|P65177|HE681097.1|mhci|seq605
antigen63|P65177|CP002114.3|mhci|seq605	antigen63|P65177|CP002114.3|mhci|seq606
antigen63|P65177|CP002114.3|mhci|seq605	antigen63|P65177|HE681097.1|mhci|seq606
antigen63|P65177|CP002114.3|mhci|seq669	antigen63|P65177|CP002114.3|mhci|seq669
antigen63|P65177|CP002114.3|mhci|seq701	antigen63|P65177|CP002114.3|mhci|seq701
antigen63|P65177|CP002114.3|mhci|seq701	antigen63|P65177|HE681097.1|mhci|seq701
antigen63|P65177|CP002114.3|mhci|seq701	antigen63|P65177|CP002114.3|mhci|seq702
antigen63|P65177|CP002114.3|mhci|seq701	antigen63|P65177|HE681097.1|mhci|seq702
antigen63|P65177|CP002114.3|mhci|seq733	antigen63|P65177|CP002114.3|mhci|seq733
antigen63|P65177|CP002114.3|mhci|seq733	antigen63|P65177|HE681097.1|mhci|seq733
antigen63|P65177|CP002114.3|mhci|seq733	antigen63|P65177|CP002114.3|mhci|seq734
antigen63|P65177|CP002114.3|mhci|seq733	antigen63|P65177|HE681097.1|mhci|seq734
antigen63|P65177|CP002114.3|mhci|seq797	antigen63|P65177|CP002114.3|mhci|seq797
antigen63|P65177|CP002114.3|mhci|seq797	antigen63|P65177|HE681097.1|mhci|seq797
antigen63|P65177|CP002114.3|mhci|seq797	antigen63|P65177|CP002114.3|mhci|seq798
antigen63|P65177|CP002114.3|mhci|seq797	antigen63|P65177|HE681097.1|mhci|seq798
antigen63|P65177|CP002114.3|mhci|seq829	antigen63|P65177|CP002114.3|mhci|seq829
antigen63|P65177|CP002114.3|mhci|seq829	antigen63|P65177|HE681097.1|mhci|seq829
antigen63|P65177|CP002114.3|mhci|seq861	antigen63|P65177|CP002114.3|mhci|seq861
antigen63|P65177|CP002114.3|mhci|seq861	antigen63|P65177|HE681097.1|mhci|seq861
antigen63|P65177|CP002114.3|mhci|seq861	antigen63|P65177|CP002114.3|mhci|seq862
antigen63|P65177|CP002114.3|mhci|seq861	antigen63|P65177|HE681097.1|mhci|seq862
antigen63|P65177|CP002114.3|mhci|seq893	antigen63|P65177|CP002114.3|mhci|seq893
antigen63|P65177|CP002114.3|mhci|seq893	antigen63|P65177|HE681097.1|mhci|seq893
antigen63|P65177|CP002114.3|mhci|seq893	antigen63|P65177|CP002114.3|mhci|seq894
antigen63|P65177|CP002114.3|mhci|seq893	antigen63|P65177|HE681097.1|mhci|seq894
antigen63|P65177|BX571857.1|mhci|seq32	antigen63|P65177|BX571857.1|mhci|seq32
antigen63|P65177|BX571857.1|mhci|seq32	antigen63|P65177|BA000018.3|mhci|seq36
antigen63|P65177|BX571857.1|mhci|seq96	antigen63|P65177|BX571857.1|mhci|seq96
antigen63|P65177|BX571857.1|mhci|seq128	antigen63|P65177|BX571857.1|mhci|seq128
antigen63|P65177|BX571857.1|mhci|seq128	antigen63|P65177|BA000018.3|mhci|seq132
antigen63|P65177|BX571857.1|mhci|seq160	antigen63|P65177|BX571857.1|mhci|seq160
antigen63|P65177|BX571857.1|mhci|seq160	antigen63|P65177|BA000018.3|mhci|seq164
antigen63|P65177|BX571857.1|mhci|seq256	antigen63|P65177|BX571857.1|mhci|seq256
antigen63|P65177|BX571857.1|mhci|seq256	antigen63|P65177|BA000018.3|mhci|seq264
antigen63|P65177|BX571857.1|mhci|seq288	antigen63|P65177|BX571857.1|mhci|seq288
antigen63|P65177|BX571857.1|mhci|seq288	antigen63|P65177|BA000018.3|mhci|seq296
antigen63|P65177|BX571857.1|mhci|seq320	antigen63|P65177|BX571857.1|mhci|seq320
antigen63|P65177|BX571857.1|mhci|seq352	antigen63|P65177|BX571857.1|mhci|seq352
antigen63|P65177|BX571857.1|mhci|seq352	antigen63|P65177|BX571857.1|mhci|seq353
antigen63|P65177|BX571857.1|mhci|seq416	antigen63|P65177|BX571857.1|mhci|seq416
antigen63|P65177|BX571857.1|mhci|seq416	antigen63|P65177|BA000018.3|mhci|seq424
antigen63|P65177|BX571857.1|mhci|seq448	antigen63|P65177|BX571857.1|mhci|seq448
antigen63|P65177|BX571857.1|mhci|seq480	antigen63|P65177|BX571857.1|mhci|seq480
antigen63|P65177|BX571857.1|mhci|seq480	antigen63|P65177|BA000018.3|mhci|seq488
antigen63|P65177|BX571857.1|mhci|seq576	antigen63|P65177|BX571857.1|mhci|seq576
antigen63|P65177|BX571857.1|mhci|seq576	antigen63|P65177|BA000018.3|mhci|seq584
antigen63|P65177|BX571857.1|mhci|seq608	antigen63|P65177|BX571857.1|mhci|seq608
antigen63|P65177|BX571857.1|mhci|seq608	antigen63|P65177|BA000018.3|mhci|seq616
antigen63|P65177|BX571857.1|mhci|seq640	antigen63|P65177|BX571857.1|mhci|seq640
antigen63|P65177|BX571857.1|mhci|seq640	antigen63|P65177|BA000018.3|mhci|seq644
antigen63|P65177|BX571857.1|mhci|seq672	antigen63|P65177|BX571857.1|mhci|seq672
antigen63|P65177|BX571857.1|mhci|seq704	antigen63|P65177|BX571857.1|mhci|seq704
antigen63|P65177|BX571857.1|mhci|seq704	antigen63|P65177|BA000018.3|mhci|seq708
antigen63|P65177|BX571857.1|mhci|seq768	antigen63|P65177|BX571857.1|mhci|seq768
antigen63|P65177|BX571857.1|mhci|seq768	antigen63|P65177|BA000018.3|mhci|seq772
antigen63|P65177|BX571857.1|mhci|seq864	antigen63|P65177|BX571857.1|mhci|seq864
antigen63|P65177|BX571857.1|mhci|seq896	antigen63|P65177|BX571857.1|mhci|seq896
antigen63|P65177|BX571857.1|mhci|seq896	antigen63|P65177|BA000018.3|mhci|seq900
antigen63|P65177|HE681097.1|mhci|seq42	antigen63|P65177|HE681097.1|mhci|seq42
antigen63|P65177|HE681097.1|mhci|seq42	antigen63|P65177|CP002114.3|mhci|seq42
antigen63|P65177|HE681097.1|mhci|seq42	antigen63|P65177|CP002114.3|mhci|seq43
antigen63|P65177|HE681097.1|mhci|seq42	antigen63|P65177|HE681097.1|mhci|seq43
antigen63|P65177|HE681097.1|mhci|seq106	antigen63|P65177|HE681097.1|mhci|seq106
antigen63|P65177|HE681097.1|mhci|seq106	antigen63|P65177|CP002114.3|mhci|seq106
antigen63|P65177|HE681097.1|mhci|seq106	antigen63|P65177|CP002114.3|mhci|seq107
antigen63|P65177|HE681097.1|mhci|seq106	antigen63|P65177|HE681097.1|mhci|seq107
antigen63|P65177|HE681097.1|mhci|seq138	antigen63|P65177|HE681097.1|mhci|seq138
antigen63|P65177|HE681097.1|mhci|seq138	antigen63|P65177|CP002114.3|mhci|seq138
antigen63|P65177|HE681097.1|mhci|seq138	antigen63|P65177|CP002114.3|mhci|seq139
antigen63|P65177|HE681097.1|mhci|seq138	antigen63|P65177|HE681097.1|mhci|seq139
antigen63|P65177|HE681097.1|mhci|seq170	antigen63|P65177|HE681097.1|mhci|seq170
antigen63|P65177|HE681097.1|mhci|seq170	antigen63|P65177|CP002114.3|mhci|seq170
antigen63|P65177|HE681097.1|mhci|seq170	antigen63|P65177|CP002114.3|mhci|seq171
antigen63|P65177|HE681097.1|mhci|seq170	antigen63|P65177|HE681097.1|mhci|seq171
antigen63|P65177|HE681097.1|mhci|seq202	antigen63|P65177|HE681097.1|mhci|seq202
antigen63|P65177|HE681097.1|mhci|seq202	antigen63|P65177|CP002114.3|mhci|seq202
antigen63|P65177|HE681097.1|mhci|seq202	antigen63|P65177|CP002114.3|mhci|seq203
antigen63|P65177|HE681097.1|mhci|seq202	antigen63|P65177|HE681097.1|mhci|seq203
antigen63|P65177|HE681097.1|mhci|seq266	antigen63|P65177|HE681097.1|mhci|seq266
antigen63|P65177|HE681097.1|mhci|seq266	antigen63|P65177|CP002114.3|mhci|seq266
antigen63|P65177|HE681097.1|mhci|seq266	antigen63|P65177|CP002114.3|mhci|seq267
antigen63|P65177|HE681097.1|mhci|seq266	antigen63|P65177|HE681097.1|mhci|seq267
antigen63|P65177|HE681097.1|mhci|seq298	antigen63|P65177|HE681097.1|mhci|seq298
antigen63|P65177|HE681097.1|mhci|seq298	antigen63|P65177|CP002114.3|mhci|seq298
antigen63|P65177|HE681097.1|mhci|seq298	antigen63|P65177|CP002114.3|mhci|seq299
antigen63|P65177|HE681097.1|mhci|seq298	antigen63|P65177|HE681097.1|mhci|seq299
antigen63|P65177|HE681097.1|mhci|seq330	antigen63|P65177|HE681097.1|mhci|seq330
antigen63|P65177|HE681097.1|mhci|seq330	antigen63|P65177|CP002114.3|mhci|seq330
antigen63|P65177|HE681097.1|mhci|seq362	antigen63|P65177|HE681097.1|mhci|seq362
antigen63|P65177|HE681097.1|mhci|seq362	antigen63|P65177|CP002114.3|mhci|seq362
antigen63|P65177|CP002114.3|mhci|seq666	antigen63|P65177|CP002114.3|mhci|seq666
antigen63|P65177|CP002114.3|mhci|seq666	antigen63|P65177|HE681097.1|mhci|seq666
antigen63|P65177|CP002114.3|mhci|seq666	antigen63|P65177|BA000018.3|mhci|seq654
antigen63|P65177|CP002114.3|mhci|seq666	antigen63|P65177|BX571857.1|mhci|seq650
antigen63|P65177|CP002114.3|mhci|seq666	antigen63|P65177|CP002114.3|mhci|seq665
antigen63|P65177|CP002114.3|mhci|seq666	antigen63|P65177|HE681097.1|mhci|seq665
antigen63|P65177|CP002114.3|mhci|seq698	antigen63|P65177|CP002114.3|mhci|seq698
antigen63|P65177|CP002114.3|mhci|seq698	antigen63|P65177|HE681097.1|mhci|seq698
antigen63|P65177|CP002114.3|mhci|seq730	antigen63|P65177|CP002114.3|mhci|seq730
antigen63|P65177|CP002114.3|mhci|seq730	antigen63|P65177|HE681097.1|mhci|seq730
