antigen46|Q2YWH4|BX571856.1|mhci|seq709	antigen46|Q2YWH4|BX571856.1|mhci|seq709
antigen46|Q2YWH4|CP000253.1|mhci|seq851	antigen46|Q2YWH4|CP000253.1|mhci|seq851
antigen46|Q2YWH4|CP000253.1|mhci|seq851	antigen46|Q2YWH4|BX571856.1|mhci|seq847
antigen46|Q2YWH4|CP000253.1|mhci|seq851	antigen46|Q2YWH4|CP002114.3|mhci|seq843
antigen46|Q2YWH4|CP000253.1|mhci|seq883	antigen46|Q2YWH4|CP000253.1|mhci|seq883
antigen46|Q2YWH4|CP000253.1|mhci|seq915	antigen46|Q2YWH4|CP000253.1|mhci|seq915
antigen46|Q2YWH4|CP000253.1|mhci|seq947	antigen46|Q2YWH4|CP000253.1|mhci|seq947
antigen46|Q2YWH4|CP000253.1|mhci|seq979	antigen46|Q2YWH4|CP000253.1|mhci|seq979
antigen46|Q2YWH4|CP000253.1|mhci|seq1011	antigen46|Q2YWH4|CP000253.1|mhci|seq1011
antigen46|Q2YWH4|CP000253.1|mhci|seq1139	antigen46|Q2YWH4|CP000253.1|mhci|seq1139
antigen46|Q2YWH4|CP002114.3|mhci|seq257	antigen46|Q2YWH4|CP002114.3|mhci|seq257
antigen46|Q2YWH4|CP002114.3|mhci|seq545	antigen46|Q2YWH4|CP002114.3|mhci|seq545
antigen46|Q2YWH4|CP002114.3|mhci|seq545	antigen46|Q2YWH4|CP000253.1|mhci|seq549
antigen46|Q2YWH4|CP002114.3|mhci|seq641	antigen46|Q2YWH4|CP002114.3|mhci|seq641
antigen46|Q2YWH4|CP002114.3|mhci|seq641	antigen46|Q2YWH4|CP000253.1|mhci|seq645
antigen46|Q2YWH4|CP002114.3|mhci|seq641	antigen46|Q2YWH4|CP002114.3|mhci|seq642
antigen46|Q2YWH4|CP002114.3|mhci|seq641	antigen46|Q2YWH4|CP000253.1|mhci|seq646
antigen46|Q2YWH4|CP002114.3|mhci|seq737	antigen46|Q2YWH4|CP002114.3|mhci|seq737
antigen46|Q2YWH4|CP002114.3|mhci|seq737	antigen46|Q2YWH4|CP000253.1|mhci|seq741
antigen46|Q2YWH4|CP002114.3|mhci|seq737	antigen46|Q2YWH4|BX571856.1|mhci|seq737
antigen46|Q2YWH4|CP002114.3|mhci|seq737	antigen46|Q2YWH4|CP000253.1|mhci|seq742
antigen46|Q2YWH4|CP002114.3|mhci|seq737	antigen46|Q2YWH4|BX571856.1|mhci|seq738
antigen46|Q2YWH4|CP002114.3|mhci|seq737	antigen46|Q2YWH4|CP002114.3|mhci|seq738
antigen46|Q2YWH4|BX571856.1|mhci|seq303	antigen46|Q2YWH4|BX571856.1|mhci|seq303
antigen46|Q2YWH4|BX571856.1|mhci|seq303	antigen46|Q2YWH4|BX571856.1|mhci|seq304
antigen46|Q2YWH4|BX571856.1|mhci|seq303	antigen46|Q2YWH4|CP002114.3|mhci|seq300
antigen46|Q2YWH4|BX571856.1|mhci|seq303	antigen46|Q2YWH4|CP000253.1|mhci|seq304
antigen46|Q2YWH4|BX571856.1|mhci|seq303	antigen46|Q2YWH4|CP002114.3|mhci|seq299
antigen46|Q2YWH4|BX571856.1|mhci|seq303	antigen46|Q2YWH4|CP000253.1|mhci|seq303
antigen46|Q2YWH4|BX571856.1|mhci|seq335	antigen46|Q2YWH4|BX571856.1|mhci|seq335
antigen46|Q2YWH4|BX571856.1|mhci|seq335	antigen46|Q2YWH4|BX571856.1|mhci|seq336
antigen46|Q2YWH4|BX571856.1|mhci|seq335	antigen46|Q2YWH4|CP000253.1|mhci|seq340
antigen46|Q2YWH4|BX571856.1|mhci|seq335	antigen46|Q2YWH4|CP002114.3|mhci|seq336
antigen46|Q2YWH4|BX571856.1|mhci|seq431	antigen46|Q2YWH4|BX571856.1|mhci|seq431
antigen46|Q2YWH4|BX571856.1|mhci|seq431	antigen46|Q2YWH4|CP002114.3|mhci|seq431
antigen46|Q2YWH4|BX571856.1|mhci|seq431	antigen46|Q2YWH4|CP002114.3|mhci|seq432
antigen46|Q2YWH4|BX571856.1|mhci|seq431	antigen46|Q2YWH4|CP000253.1|mhci|seq436
antigen46|Q2YWH4|BX571856.1|mhci|seq431	antigen46|Q2YWH4|BX571856.1|mhci|seq432
antigen46|Q2YWH4|BX571856.1|mhci|seq431	antigen46|Q2YWH4|CP000253.1|mhci|seq435
antigen46|Q2YWH4|BX571856.1|mhci|seq495	antigen46|Q2YWH4|BX571856.1|mhci|seq495
antigen46|Q2YWH4|BX571856.1|mhci|seq495	antigen46|Q2YWH4|BX571856.1|mhci|seq496
antigen46|Q2YWH4|BX571856.1|mhci|seq815	antigen46|Q2YWH4|BX571856.1|mhci|seq815
antigen46|Q2YWH4|BX571856.1|mhci|seq879	antigen46|Q2YWH4|BX571856.1|mhci|seq879
antigen46|Q2YWH4|BX571856.1|mhci|seq911	antigen46|Q2YWH4|BX571856.1|mhci|seq911
antigen46|Q2YWH4|BX571856.1|mhci|seq943	antigen46|Q2YWH4|BX571856.1|mhci|seq943
antigen46|Q2YWH4|BX571856.1|mhci|seq975	antigen46|Q2YWH4|BX571856.1|mhci|seq975
antigen46|Q2YWH4|BX571856.1|mhci|seq1007	antigen46|Q2YWH4|BX571856.1|mhci|seq1007
antigen46|Q2YWH4|BX571856.1|mhci|seq1071	antigen46|Q2YWH4|BX571856.1|mhci|seq1071
antigen46|Q2YWH4|CP000253.1|mhci|seq212	antigen46|Q2YWH4|CP000253.1|mhci|seq212
antigen46|Q2YWH4|CP000253.1|mhci|seq212	antigen46|Q2YWH4|CP002114.3|mhci|seq208
antigen46|Q2YWH4|CP000253.1|mhci|seq660	antigen46|Q2YWH4|CP000253.1|mhci|seq660
antigen46|Q2YWH4|CP000253.1|mhci|seq820	antigen46|Q2YWH4|CP000253.1|mhci|seq820
antigen46|Q2YWH4|CP000253.1|mhci|seq852	antigen46|Q2YWH4|CP000253.1|mhci|seq852
antigen46|Q2YWH4|CP000253.1|mhci|seq852	antigen46|Q2YWH4|BX571856.1|mhci|seq848
antigen46|Q2YWH4|CP000253.1|mhci|seq852	antigen46|Q2YWH4|CP002114.3|mhci|seq844
antigen46|Q2YWH4|CP000253.1|mhci|seq884	antigen46|Q2YWH4|CP000253.1|mhci|seq884
antigen46|Q2YWH4|CP000253.1|mhci|seq916	antigen46|Q2YWH4|CP000253.1|mhci|seq916
antigen46|Q2YWH4|CP000253.1|mhci|seq948	antigen46|Q2YWH4|CP000253.1|mhci|seq948
antigen46|Q2YWH4|CP000253.1|mhci|seq980	antigen46|Q2YWH4|CP000253.1|mhci|seq980
antigen46|Q2YWH4|CP000253.1|mhci|seq1012	antigen46|Q2YWH4|CP000253.1|mhci|seq1012
antigen46|Q2YWH4|CP000253.1|mhci|seq1140	antigen46|Q2YWH4|CP000253.1|mhci|seq1140
antigen46|Q2YWH4|CP002114.3|mhci|seq34	antigen46|Q2YWH4|CP002114.3|mhci|seq34
antigen46|Q2YWH4|CP002114.3|mhci|seq546	antigen46|Q2YWH4|CP002114.3|mhci|seq546
antigen46|Q2YWH4|CP002114.3|mhci|seq546	antigen46|Q2YWH4|CP000253.1|mhci|seq550
antigen46|Q2YWH4|BX571856.1|mhci|seq816	antigen46|Q2YWH4|BX571856.1|mhci|seq816
antigen46|Q2YWH4|BX571856.1|mhci|seq880	antigen46|Q2YWH4|BX571856.1|mhci|seq880
antigen46|Q2YWH4|BX571856.1|mhci|seq912	antigen46|Q2YWH4|BX571856.1|mhci|seq912
antigen46|Q2YWH4|BX571856.1|mhci|seq944	antigen46|Q2YWH4|BX571856.1|mhci|seq944
antigen46|Q2YWH4|BX571856.1|mhci|seq976	antigen46|Q2YWH4|BX571856.1|mhci|seq976
antigen46|Q2YWH4|BX571856.1|mhci|seq1008	antigen46|Q2YWH4|BX571856.1|mhci|seq1008
antigen46|Q2YWH4|CP000253.1|mhci|seq21	antigen46|Q2YWH4|CP000253.1|mhci|seq21
antigen46|Q2YWH4|CP000253.1|mhci|seq181	antigen46|Q2YWH4|CP000253.1|mhci|seq181
antigen46|Q2YWH4|CP000253.1|mhci|seq309	antigen46|Q2YWH4|CP000253.1|mhci|seq309
antigen46|Q2YWH4|CP000253.1|mhci|seq373	antigen46|Q2YWH4|CP000253.1|mhci|seq373
antigen46|Q2YWH4|CP000253.1|mhci|seq405	antigen46|Q2YWH4|CP000253.1|mhci|seq405
antigen46|Q2YWH4|CP000253.1|mhci|seq501	antigen46|Q2YWH4|CP000253.1|mhci|seq501
antigen46|Q2YWH4|CP000253.1|mhci|seq597	antigen46|Q2YWH4|CP000253.1|mhci|seq597
antigen46|Q2YWH4|CP000253.1|mhci|seq661	antigen46|Q2YWH4|CP000253.1|mhci|seq661
antigen46|Q2YWH4|CP000253.1|mhci|seq853	antigen46|Q2YWH4|CP000253.1|mhci|seq853
antigen46|Q2YWH4|CP000253.1|mhci|seq853	antigen46|Q2YWH4|BX571856.1|mhci|seq849
antigen46|Q2YWH4|CP000253.1|mhci|seq853	antigen46|Q2YWH4|CP002114.3|mhci|seq845
antigen46|Q2YWH4|CP000253.1|mhci|seq917	antigen46|Q2YWH4|CP000253.1|mhci|seq917
antigen46|Q2YWH4|CP000253.1|mhci|seq917	antigen46|Q2YWH4|CP002114.3|mhci|seq913
antigen46|Q2YWH4|CP000253.1|mhci|seq917	antigen46|Q2YWH4|CP002114.3|mhci|seq914
antigen46|Q2YWH4|CP000253.1|mhci|seq917	antigen46|Q2YWH4|BX571856.1|mhci|seq913
antigen46|Q2YWH4|CP000253.1|mhci|seq917	antigen46|Q2YWH4|CP000253.1|mhci|seq918
antigen46|Q2YWH4|CP000253.1|mhci|seq917	antigen46|Q2YWH4|BX571856.1|mhci|seq914
antigen46|Q2YWH4|CP000253.1|mhci|seq1013	antigen46|Q2YWH4|CP000253.1|mhci|seq1013
antigen46|Q2YWH4|CP000253.1|mhci|seq1141	antigen46|Q2YWH4|CP000253.1|mhci|seq1141
antigen46|Q2YWH4|CP002114.3|mhci|seq35	antigen46|Q2YWH4|CP002114.3|mhci|seq35
antigen46|Q2YWH4|CP002114.3|mhci|seq35	antigen46|Q2YWH4|CP000253.1|mhci|seq39
antigen46|Q2YWH4|CP002114.3|mhci|seq35	antigen46|Q2YWH4|CP000253.1|mhci|seq40
antigen46|Q2YWH4|CP002114.3|mhci|seq35	antigen46|Q2YWH4|BX571856.1|mhci|seq40
antigen46|Q2YWH4|CP002114.3|mhci|seq35	antigen46|Q2YWH4|CP002114.3|mhci|seq36
antigen46|Q2YWH4|CP002114.3|mhci|seq35	antigen46|Q2YWH4|CP002114.3|mhci|seq307
antigen46|Q2YWH4|CP002114.3|mhci|seq35	antigen46|Q2YWH4|CP000253.1|mhci|seq311
antigen46|Q2YWH4|CP002114.3|mhci|seq35	antigen46|Q2YWH4|BX571856.1|mhci|seq307
antigen46|Q2YWH4|CP002114.3|mhci|seq35	antigen46|Q2YWH4|BX571856.1|mhci|seq39
antigen46|Q2YWH4|CP002114.3|mhci|seq132	antigen46|Q2YWH4|CP002114.3|mhci|seq132
antigen46|Q2YWH4|CP002114.3|mhci|seq164	antigen46|Q2YWH4|CP002114.3|mhci|seq164
antigen46|Q2YWH4|CP002114.3|mhci|seq676	antigen46|Q2YWH4|CP002114.3|mhci|seq676
antigen46|Q2YWH4|CP002114.3|mhci|seq708	antigen46|Q2YWH4|CP002114.3|mhci|seq708
antigen46|Q2YWH4|CP002114.3|mhci|seq1028	antigen46|Q2YWH4|CP002114.3|mhci|seq1028
antigen46|Q2YWH4|CP002114.3|mhci|seq1028	antigen46|Q2YWH4|CP000253.1|mhci|seq1028
antigen46|Q2YWH4|CP002114.3|mhci|seq1124	antigen46|Q2YWH4|CP002114.3|mhci|seq1124
antigen46|Q2YWH4|BX571856.1|mhci|seq50	antigen46|Q2YWH4|BX571856.1|mhci|seq50
antigen46|Q2YWH4|BX571856.1|mhci|seq178	antigen46|Q2YWH4|BX571856.1|mhci|seq178
antigen46|Q2YWH4|BX571856.1|mhci|seq178	antigen46|Q2YWH4|CP000253.1|mhci|seq178
antigen46|Q2YWH4|BX571856.1|mhci|seq274	antigen46|Q2YWH4|BX571856.1|mhci|seq274
antigen46|Q2YWH4|BX571856.1|mhci|seq306	antigen46|Q2YWH4|BX571856.1|mhci|seq306
antigen46|Q2YWH4|BX571856.1|mhci|seq402	antigen46|Q2YWH4|BX571856.1|mhci|seq402
antigen46|Q2YWH4|BX571856.1|mhci|seq594	antigen46|Q2YWH4|BX571856.1|mhci|seq594
antigen46|Q2YWH4|CP000253.1|mhci|seq920	antigen46|Q2YWH4|CP000253.1|mhci|seq920
antigen46|Q2YWH4|CP000253.1|mhci|seq920	antigen46|Q2YWH4|CP002114.3|mhci|seq916
antigen46|Q2YWH4|CP002114.3|mhci|seq166	antigen46|Q2YWH4|CP002114.3|mhci|seq166
antigen46|Q2YWH4|CP002114.3|mhci|seq230	antigen46|Q2YWH4|CP002114.3|mhci|seq230
antigen46|Q2YWH4|CP002114.3|mhci|seq262	antigen46|Q2YWH4|CP002114.3|mhci|seq262
antigen46|Q2YWH4|CP002114.3|mhci|seq262	antigen46|Q2YWH4|CP000253.1|mhci|seq266
antigen46|Q2YWH4|CP002114.3|mhci|seq454	antigen46|Q2YWH4|CP002114.3|mhci|seq454
antigen46|Q2YWH4|CP002114.3|mhci|seq486	antigen46|Q2YWH4|CP002114.3|mhci|seq486
antigen46|Q2YWH4|CP002114.3|mhci|seq550	antigen46|Q2YWH4|CP002114.3|mhci|seq550
antigen46|Q2YWH4|CP002114.3|mhci|seq774	antigen46|Q2YWH4|CP002114.3|mhci|seq774
antigen46|Q2YWH4|CP002114.3|mhci|seq1030	antigen46|Q2YWH4|CP002114.3|mhci|seq1030
antigen46|Q2YWH4|CP002114.3|mhci|seq1030	antigen46|Q2YWH4|CP000253.1|mhci|seq1030
antigen46|Q2YWH4|BX571856.1|mhci|seq501	antigen46|Q2YWH4|BX571856.1|mhci|seq501
antigen46|Q2YWH4|BX571856.1|mhci|seq565	antigen46|Q2YWH4|BX571856.1|mhci|seq565
antigen46|Q2YWH4|BX571856.1|mhci|seq597	antigen46|Q2YWH4|BX571856.1|mhci|seq597
antigen46|Q2YWH4|BX571856.1|mhci|seq1141	antigen46|Q2YWH4|BX571856.1|mhci|seq1141
antigen46|Q2YWH4|CP000253.1|mhci|seq282	antigen46|Q2YWH4|CP000253.1|mhci|seq282
antigen46|Q2YWH4|CP000253.1|mhci|seq602	antigen46|Q2YWH4|CP000253.1|mhci|seq602
antigen46|Q2YWH4|CP000253.1|mhci|seq602	antigen46|Q2YWH4|CP002114.3|mhci|seq598
antigen46|Q2YWH4|CP000253.1|mhci|seq922	antigen46|Q2YWH4|CP000253.1|mhci|seq922
antigen46|Q2YWH4|CP000253.1|mhci|seq922	antigen46|Q2YWH4|CP002114.3|mhci|seq918
antigen46|Q2YWH4|CP002114.3|mhci|seq72	antigen46|Q2YWH4|CP002114.3|mhci|seq72
antigen46|Q2YWH4|CP002114.3|mhci|seq168	antigen46|Q2YWH4|CP002114.3|mhci|seq168
antigen46|Q2YWH4|CP002114.3|mhci|seq680	antigen46|Q2YWH4|CP002114.3|mhci|seq680
antigen46|Q2YWH4|CP002114.3|mhci|seq618	antigen46|Q2YWH4|CP002114.3|mhci|seq618
antigen46|Q2YWH4|BX571856.1|mhci|seq600	antigen46|Q2YWH4|BX571856.1|mhci|seq600
antigen46|Q2YWH4|BX571856.1|mhci|seq632	antigen46|Q2YWH4|BX571856.1|mhci|seq632
antigen46|Q2YWH4|BX571856.1|mhci|seq664	antigen46|Q2YWH4|BX571856.1|mhci|seq664
antigen46|Q2YWH4|BX571856.1|mhci|seq696	antigen46|Q2YWH4|BX571856.1|mhci|seq696
antigen46|Q2YWH4|BX571856.1|mhci|seq728	antigen46|Q2YWH4|BX571856.1|mhci|seq728
antigen46|Q2YWH4|BX571856.1|mhci|seq856	antigen46|Q2YWH4|BX571856.1|mhci|seq856
antigen46|Q2YWH4|BX571856.1|mhci|seq888	antigen46|Q2YWH4|BX571856.1|mhci|seq888
antigen46|Q2YWH4|BX571856.1|mhci|seq920	antigen46|Q2YWH4|BX571856.1|mhci|seq920
antigen46|Q2YWH4|CP000253.1|mhci|seq61	antigen46|Q2YWH4|CP000253.1|mhci|seq61
antigen46|Q2YWH4|CP000253.1|mhci|seq189	antigen46|Q2YWH4|CP000253.1|mhci|seq189
antigen46|Q2YWH4|CP000253.1|mhci|seq285	antigen46|Q2YWH4|CP000253.1|mhci|seq285
antigen46|Q2YWH4|CP000253.1|mhci|seq477	antigen46|Q2YWH4|CP000253.1|mhci|seq477
antigen46|Q2YWH4|CP000253.1|mhci|seq509	antigen46|Q2YWH4|CP000253.1|mhci|seq509
antigen46|Q2YWH4|CP000253.1|mhci|seq573	antigen46|Q2YWH4|CP000253.1|mhci|seq573
antigen46|Q2YWH4|CP000253.1|mhci|seq733	antigen46|Q2YWH4|CP000253.1|mhci|seq733
antigen46|Q2YWH4|CP000253.1|mhci|seq861	antigen46|Q2YWH4|CP000253.1|mhci|seq861
antigen46|Q2YWH4|CP000253.1|mhci|seq861	antigen46|Q2YWH4|CP002114.3|mhci|seq853
antigen46|Q2YWH4|CP000253.1|mhci|seq861	antigen46|Q2YWH4|CP000253.1|mhci|seq862
antigen46|Q2YWH4|CP000253.1|mhci|seq861	antigen46|Q2YWH4|CP002114.3|mhci|seq854
antigen46|Q2YWH4|CP000253.1|mhci|seq893	antigen46|Q2YWH4|CP000253.1|mhci|seq893
antigen46|Q2YWH4|CP000253.1|mhci|seq893	antigen46|Q2YWH4|CP002114.3|mhci|seq889
antigen46|Q2YWH4|CP002114.3|mhci|seq43	antigen46|Q2YWH4|CP002114.3|mhci|seq43
antigen46|Q2YWH4|CP002114.3|mhci|seq43	antigen46|Q2YWH4|CP000253.1|mhci|seq47
antigen46|Q2YWH4|CP002114.3|mhci|seq43	antigen46|Q2YWH4|CP000253.1|mhci|seq48
antigen46|Q2YWH4|CP002114.3|mhci|seq43	antigen46|Q2YWH4|BX571856.1|mhci|seq48
antigen46|Q2YWH4|CP002114.3|mhci|seq43	antigen46|Q2YWH4|CP002114.3|mhci|seq44
antigen46|Q2YWH4|CP002114.3|mhci|seq43	antigen46|Q2YWH4|BX571856.1|mhci|seq47
antigen46|Q2YWH4|CP002114.3|mhci|seq236	antigen46|Q2YWH4|CP002114.3|mhci|seq236
antigen46|Q2YWH4|CP002114.3|mhci|seq236	antigen46|Q2YWH4|CP000253.1|mhci|seq240
antigen46|Q2YWH4|CP002114.3|mhci|seq620	antigen46|Q2YWH4|CP002114.3|mhci|seq620
antigen46|Q2YWH4|CP002114.3|mhci|seq620	antigen46|Q2YWH4|CP000253.1|mhci|seq624
antigen46|Q2YWH4|CP002114.3|mhci|seq716	antigen46|Q2YWH4|CP002114.3|mhci|seq716
antigen46|Q2YWH4|CP002114.3|mhci|seq908	antigen46|Q2YWH4|CP002114.3|mhci|seq908
antigen46|Q2YWH4|BX571856.1|mhci|seq26	antigen46|Q2YWH4|BX571856.1|mhci|seq26
antigen46|Q2YWH4|BX571856.1|mhci|seq26	antigen46|Q2YWH4|CP000253.1|mhci|seq26
antigen46|Q2YWH4|BX571856.1|mhci|seq538	antigen46|Q2YWH4|BX571856.1|mhci|seq538
antigen46|Q2YWH4|BX571856.1|mhci|seq570	antigen46|Q2YWH4|BX571856.1|mhci|seq570
antigen46|Q2YWH4|BX571856.1|mhci|seq666	antigen46|Q2YWH4|BX571856.1|mhci|seq666
antigen46|Q2YWH4|BX571856.1|mhci|seq890	antigen46|Q2YWH4|BX571856.1|mhci|seq890
antigen46|Q2YWH4|BX571856.1|mhci|seq922	antigen46|Q2YWH4|BX571856.1|mhci|seq922
antigen46|Q2YWH4|CP000253.1|mhci|seq63	antigen46|Q2YWH4|CP000253.1|mhci|seq63
antigen46|Q2YWH4|CP000253.1|mhci|seq543	antigen46|Q2YWH4|CP000253.1|mhci|seq543
antigen46|Q2YWH4|CP000253.1|mhci|seq543	antigen46|Q2YWH4|BX571856.1|mhci|seq535
antigen46|Q2YWH4|CP000253.1|mhci|seq575	antigen46|Q2YWH4|CP000253.1|mhci|seq575
antigen46|Q2YWH4|CP000253.1|mhci|seq575	antigen46|Q2YWH4|CP002114.3|mhci|seq571
antigen46|Q2YWH4|CP000253.1|mhci|seq575	antigen46|Q2YWH4|CP002114.3|mhci|seq572
antigen46|Q2YWH4|CP000253.1|mhci|seq575	antigen46|Q2YWH4|BX571856.1|mhci|seq568
antigen46|Q2YWH4|CP000253.1|mhci|seq575	antigen46|Q2YWH4|CP000253.1|mhci|seq576
antigen46|Q2YWH4|CP000253.1|mhci|seq575	antigen46|Q2YWH4|BX571856.1|mhci|seq567
antigen46|Q2YWH4|CP000253.1|mhci|seq544	antigen46|Q2YWH4|CP000253.1|mhci|seq544
antigen46|Q2YWH4|CP000253.1|mhci|seq544	antigen46|Q2YWH4|BX571856.1|mhci|seq536
antigen46|Q2YWH4|CP000253.1|mhci|seq640	antigen46|Q2YWH4|CP000253.1|mhci|seq640
antigen46|Q2YWH4|CP000253.1|mhci|seq864	antigen46|Q2YWH4|CP000253.1|mhci|seq864
antigen46|Q2YWH4|CP002114.3|mhci|seq46	antigen46|Q2YWH4|CP002114.3|mhci|seq46
antigen46|Q2YWH4|CP002114.3|mhci|seq206	antigen46|Q2YWH4|CP002114.3|mhci|seq206
antigen46|Q2YWH4|CP002114.3|mhci|seq206	antigen46|Q2YWH4|CP000253.1|mhci|seq210
antigen46|Q2YWH4|CP002114.3|mhci|seq334	antigen46|Q2YWH4|CP002114.3|mhci|seq334
antigen46|Q2YWH4|CP002114.3|mhci|seq334	antigen46|Q2YWH4|CP000253.1|mhci|seq338
antigen46|Q2YWH4|CP002114.3|mhci|seq430	antigen46|Q2YWH4|CP002114.3|mhci|seq430
antigen46|Q2YWH4|CP002114.3|mhci|seq462	antigen46|Q2YWH4|CP002114.3|mhci|seq462
antigen46|Q2YWH4|CP002114.3|mhci|seq558	antigen46|Q2YWH4|CP002114.3|mhci|seq558
antigen46|Q2YWH4|CP002114.3|mhci|seq622	antigen46|Q2YWH4|CP002114.3|mhci|seq622
antigen46|Q2YWH4|CP002114.3|mhci|seq622	antigen46|Q2YWH4|CP000253.1|mhci|seq626
antigen46|Q2YWH4|BX571856.1|mhci|seq28	antigen46|Q2YWH4|BX571856.1|mhci|seq28
antigen46|Q2YWH4|BX571856.1|mhci|seq572	antigen46|Q2YWH4|BX571856.1|mhci|seq572
antigen46|Q2YWH4|BX571856.1|mhci|seq636	antigen46|Q2YWH4|BX571856.1|mhci|seq636
antigen46|Q2YWH4|BX571856.1|mhci|seq860	antigen46|Q2YWH4|BX571856.1|mhci|seq860
antigen46|Q2YWH4|CP000253.1|mhci|seq1	antigen46|Q2YWH4|CP000253.1|mhci|seq1
antigen46|Q2YWH4|CP000253.1|mhci|seq1	antigen46|Q2YWH4|BX571856.1|mhci|seq1
antigen46|Q2YWH4|CP000253.1|mhci|seq1	antigen46|Q2YWH4|CP002114.3|mhci|seq1
antigen46|Q2YWH4|CP000253.1|mhci|seq33	antigen46|Q2YWH4|CP000253.1|mhci|seq33
antigen46|Q2YWH4|CP000253.1|mhci|seq33	antigen46|Q2YWH4|BX571856.1|mhci|seq33
antigen46|Q2YWH4|CP000253.1|mhci|seq33	antigen46|Q2YWH4|CP002114.3|mhci|seq983
antigen46|Q2YWH4|CP000253.1|mhci|seq65	antigen46|Q2YWH4|CP000253.1|mhci|seq65
antigen46|Q2YWH4|CP000253.1|mhci|seq97	antigen46|Q2YWH4|CP000253.1|mhci|seq97
antigen46|Q2YWH4|CP000253.1|mhci|seq97	antigen46|Q2YWH4|BX571856.1|mhci|seq97
antigen46|Q2YWH4|CP000253.1|mhci|seq97	antigen46|Q2YWH4|CP002114.3|mhci|seq93
antigen46|Q2YWH4|CP000253.1|mhci|seq129	antigen46|Q2YWH4|CP000253.1|mhci|seq129
antigen46|Q2YWH4|CP000253.1|mhci|seq129	antigen46|Q2YWH4|BX571856.1|mhci|seq129
antigen46|Q2YWH4|CP000253.1|mhci|seq129	antigen46|Q2YWH4|CP002114.3|mhci|seq125
antigen46|Q2YWH4|CP000253.1|mhci|seq161	antigen46|Q2YWH4|CP000253.1|mhci|seq161
antigen46|Q2YWH4|CP000253.1|mhci|seq161	antigen46|Q2YWH4|BX571856.1|mhci|seq161
antigen46|Q2YWH4|CP000253.1|mhci|seq161	antigen46|Q2YWH4|CP002114.3|mhci|seq161
antigen46|Q2YWH4|CP000253.1|mhci|seq193	antigen46|Q2YWH4|CP000253.1|mhci|seq193
antigen46|Q2YWH4|CP000253.1|mhci|seq193	antigen46|Q2YWH4|BX571856.1|mhci|seq193
antigen46|Q2YWH4|CP000253.1|mhci|seq193	antigen46|Q2YWH4|CP002114.3|mhci|seq189
antigen46|Q2YWH4|CP000253.1|mhci|seq225	antigen46|Q2YWH4|CP000253.1|mhci|seq225
antigen46|Q2YWH4|CP000253.1|mhci|seq257	antigen46|Q2YWH4|CP000253.1|mhci|seq257
antigen46|Q2YWH4|CP000253.1|mhci|seq257	antigen46|Q2YWH4|BX571856.1|mhci|seq253
antigen46|Q2YWH4|CP000253.1|mhci|seq257	antigen46|Q2YWH4|CP002114.3|mhci|seq253
antigen46|Q2YWH4|CP000253.1|mhci|seq289	antigen46|Q2YWH4|CP000253.1|mhci|seq289
antigen46|Q2YWH4|CP000253.1|mhci|seq289	antigen46|Q2YWH4|BX571856.1|mhci|seq285
antigen46|Q2YWH4|CP000253.1|mhci|seq289	antigen46|Q2YWH4|CP002114.3|mhci|seq285
antigen46|Q2YWH4|CP000253.1|mhci|seq321	antigen46|Q2YWH4|CP000253.1|mhci|seq321
antigen46|Q2YWH4|CP000253.1|mhci|seq321	antigen46|Q2YWH4|BX571856.1|mhci|seq317
antigen46|Q2YWH4|CP000253.1|mhci|seq321	antigen46|Q2YWH4|CP002114.3|mhci|seq317
antigen46|Q2YWH4|CP000253.1|mhci|seq353	antigen46|Q2YWH4|CP000253.1|mhci|seq353
antigen46|Q2YWH4|CP000253.1|mhci|seq353	antigen46|Q2YWH4|BX571856.1|mhci|seq349
antigen46|Q2YWH4|CP000253.1|mhci|seq353	antigen46|Q2YWH4|CP002114.3|mhci|seq349
antigen46|Q2YWH4|CP000253.1|mhci|seq385	antigen46|Q2YWH4|CP000253.1|mhci|seq385
antigen46|Q2YWH4|CP000253.1|mhci|seq385	antigen46|Q2YWH4|BX571856.1|mhci|seq381
antigen46|Q2YWH4|CP000253.1|mhci|seq385	antigen46|Q2YWH4|CP002114.3|mhci|seq381
antigen46|Q2YWH4|CP000253.1|mhci|seq417	antigen46|Q2YWH4|CP000253.1|mhci|seq417
antigen46|Q2YWH4|CP000253.1|mhci|seq417	antigen46|Q2YWH4|BX571856.1|mhci|seq413
antigen46|Q2YWH4|CP000253.1|mhci|seq417	antigen46|Q2YWH4|CP002114.3|mhci|seq413
antigen46|Q2YWH4|CP000253.1|mhci|seq481	antigen46|Q2YWH4|CP000253.1|mhci|seq481
antigen46|Q2YWH4|CP000253.1|mhci|seq481	antigen46|Q2YWH4|CP002114.3|mhci|seq477
antigen46|Q2YWH4|CP000253.1|mhci|seq481	antigen46|Q2YWH4|BX571856.1|mhci|seq473
antigen46|Q2YWH4|CP000253.1|mhci|seq513	antigen46|Q2YWH4|CP000253.1|mhci|seq513
antigen46|Q2YWH4|CP000253.1|mhci|seq513	antigen46|Q2YWH4|CP002114.3|mhci|seq509
antigen46|Q2YWH4|CP000253.1|mhci|seq513	antigen46|Q2YWH4|BX571856.1|mhci|seq505
antigen46|Q2YWH4|CP000253.1|mhci|seq545	antigen46|Q2YWH4|CP000253.1|mhci|seq545
