antigen14|A5IRD0|CP000253.1|mhcii|seq6120	antigen14|A5IRD0|CP000253.1|mhcii|seq6120
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq9863
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq872
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq9864
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq972
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq5004
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq973
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq5005
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq974
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq5006
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq975
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq5007
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq976
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq5008
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq977
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq5009
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq2228
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq2229
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq6677
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq2230
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq6678
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq55
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq6679
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq56
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq6680
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq57
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq6681
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq58
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq6010
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq6682
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq11674
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq59
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq6011
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq11675
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq60
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq4764
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq6012
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq11676
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq4765
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq6013
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq11677
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq4766
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq6014
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq4767
antigen14|A5IRD0|CP000253.1|mhcii|seq4769	antigen14|A5IRD0|CP000253.1|mhcii|seq4768
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq4929
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq4449
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq4930
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq9330
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq9331
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq9721
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq9722
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq11099
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq11100
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq9723
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq11101
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq4446
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq4926
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq4447
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq4927
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq4448
antigen14|A5IRD0|CP000253.1|mhcii|seq4929	antigen14|A5IRD0|CP000253.1|mhcii|seq4928
antigen14|A5IRD0|CP000253.1|mhcii|seq5025	antigen14|A5IRD0|CP000253.1|mhcii|seq5025
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq5601
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq4641
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq1634
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq4642
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq5602
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq1635
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq5603
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq1636
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq1637
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq1638
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq1639
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq3952
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq3953
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq11036
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq11037
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq5598
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq11038
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq4639
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq5599
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq11039
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq4640
antigen14|A5IRD0|CP000253.1|mhcii|seq5601	antigen14|A5IRD0|CP000253.1|mhcii|seq5600
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq5729
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq4513
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq4737
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq10177
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq4514
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq4738
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq4739
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq9891
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq9892
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq9893
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq9894
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq11816
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq11817
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq11818
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq11819
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq11820
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq6189
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq6190
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq3823
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq6191
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq3824
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq2706
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq2707
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq2708
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq2709
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq5909
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq2710
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq2615
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq2616
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq2617
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq2618
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq2619
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq2620
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq5724
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq5725
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq4734
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq5726
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq10174
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq4735
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq5727
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq10175
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq4512
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq4736
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq5728
antigen14|A5IRD0|CP000253.1|mhcii|seq5729	antigen14|A5IRD0|CP000253.1|mhcii|seq10176
antigen14|A5IRD0|CP000253.1|mhcii|seq5985	antigen14|A5IRD0|CP000253.1|mhcii|seq5985
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq6017
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq994
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq6018
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq995
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq6019
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq996
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq997
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq998
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq2546
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq2547
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq2548
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq4890
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq4891
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq4892
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq4893
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq6015
antigen14|A5IRD0|CP000253.1|mhcii|seq6017	antigen14|A5IRD0|CP000253.1|mhcii|seq6016
antigen14|A5IRD0|CP000253.1|mhcii|seq6209	antigen14|A5IRD0|CP000253.1|mhcii|seq6209
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq6625
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq6626
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq6627
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq6628
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq6629
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq6630
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq6631
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9580
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9581
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9583
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq4336
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9117
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq2772
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq2773
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq2774
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq2775
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq2776
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9115
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq892
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9795
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq889
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9792
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq890
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9793
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq891
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9794
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq893
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9796
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq894
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9797
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9116
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq9582
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq6623
antigen14|A5IRD0|CP000253.1|mhcii|seq6625	antigen14|A5IRD0|CP000253.1|mhcii|seq6624
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6817
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6977
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6978
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6979
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6980
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6981
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq10757
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6982
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq7142
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq10758
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq7143
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq10759
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq520
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq4104
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq7144
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq10760
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq521
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq4105
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq5833
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq7145
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq10761
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq522
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq4106
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq5834
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq7146
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq10762
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq523
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq4107
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq7147
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq524
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq4108
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq525
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq4109
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq207
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq208
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq3312
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq209
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq3313
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq210
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq3314
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6104
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq4090
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq4091
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq4092
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6812
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq4093
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6813
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq4094
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6814
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6815
antigen14|A5IRD0|CP000253.1|mhcii|seq6817	antigen14|A5IRD0|CP000253.1|mhcii|seq6816
antigen14|A5IRD0|CP000253.1|mhcii|seq7073	antigen14|A5IRD0|CP000253.1|mhcii|seq7073
antigen14|A5IRD0|CP000253.1|mhcii|seq7233	antigen14|A5IRD0|CP000253.1|mhcii|seq7233
antigen14|A5IRD0|CP000253.1|mhcii|seq7297	antigen14|A5IRD0|CP000253.1|mhcii|seq7297
antigen14|A5IRD0|CP000253.1|mhcii|seq7297	antigen14|A5IRD0|CP000253.1|mhcii|seq6177
antigen14|A5IRD0|CP000253.1|mhcii|seq7297	antigen14|A5IRD0|CP000253.1|mhcii|seq8897
antigen14|A5IRD0|CP000253.1|mhcii|seq7297	antigen14|A5IRD0|CP000253.1|mhcii|seq6178
antigen14|A5IRD0|CP000253.1|mhcii|seq7297	antigen14|A5IRD0|CP000253.1|mhcii|seq8898
