antigen5|Q7A768|CP000253.1|mhcii|seq4739	antigen5|Q7A768|CP000253.1|mhcii|seq4739
antigen5|Q7A768|CP000253.1|mhcii|seq4331	antigen5|Q7A768|CP000253.1|mhcii|seq4568
antigen5|Q7A768|CP000253.1|mhcii|seq4331	antigen5|Q7A768|CP000253.1|mhcii|seq2927
antigen5|Q7A768|CP000253.1|mhcii|seq4331	antigen5|Q7A768|CP000253.1|mhcii|seq246
antigen5|Q7A768|CP000253.1|mhcii|seq4331	antigen5|Q7A768|CP000253.1|mhcii|seq2694
antigen5|Q7A768|CP000253.1|mhcii|seq4331	antigen5|Q7A768|CP000253.1|mhcii|seq2695
antigen5|Q7A768|CP000253.1|mhcii|seq4331	antigen5|Q7A768|CP000253.1|mhcii|seq2926
antigen5|Q7A768|CP000253.1|mhcii|seq4331	antigen5|Q7A768|CP000253.1|mhcii|seq245
antigen5|Q7A768|CP000253.1|mhcii|seq4619	antigen5|Q7A768|CP000253.1|mhcii|seq4619
antigen5|Q7A768|CP000253.1|mhcii|seq5259	antigen5|Q7A768|CP000253.1|mhcii|seq5259
antigen5|Q7A768|CP000253.1|mhcii|seq5611	antigen5|Q7A768|CP000253.1|mhcii|seq5611
antigen5|Q7A768|CP000253.1|mhcii|seq1292	antigen5|Q7A768|CP000253.1|mhcii|seq1292
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1612
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1444
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1445
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1446
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1447
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1448
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1449
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1609
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1610
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1611
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq108
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq109
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1613
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1326
antigen5|Q7A768|CP000253.1|mhcii|seq1612	antigen5|Q7A768|CP000253.1|mhcii|seq1614
antigen5|Q7A768|CP000253.1|mhcii|seq2572	antigen5|Q7A768|CP000253.1|mhcii|seq2572
antigen5|Q7A768|CP000253.1|mhcii|seq2572	antigen5|Q7A768|CP000253.1|mhcii|seq2573
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3052
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2657
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2658
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2659
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3747
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2916
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3748
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2917
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3749
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2918
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3750
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2919
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3751
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2920
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3048
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq4232
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2921
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3049
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq4233
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3050
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq4234
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3051
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq4235
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3852
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq4236
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3053
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3853
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq1006
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3054
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3854
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq1007
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3855
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq1008
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3856
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq1009
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq3857
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq1010
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2742
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2743
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2744
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2745
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq986
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq987
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq988
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq989
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2654
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2655
antigen5|Q7A768|CP000253.1|mhcii|seq3052	antigen5|Q7A768|CP000253.1|mhcii|seq2656
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq3276
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq3042
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq3271
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq3272
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1801
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq3273
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq266
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1802
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq3274
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq267
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1803
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq3275
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq268
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1804
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq269
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1805
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq270
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1806
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1649
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1650
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1651
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq2611
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1652
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq2100
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq2612
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1653
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq2101
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq2613
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq1654
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq2102
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq2614
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq2615
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq2616
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq4280
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq345
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq4281
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq27
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq28
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq29
antigen5|Q7A768|CP000253.1|mhcii|seq3276	antigen5|Q7A768|CP000253.1|mhcii|seq30
antigen5|Q7A768|CP000253.1|mhcii|seq3532	antigen5|Q7A768|CP000253.1|mhcii|seq3532
antigen5|Q7A768|CP000253.1|mhcii|seq4492	antigen5|Q7A768|CP000253.1|mhcii|seq4492
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq4748
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq84
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1078
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq2370
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq3522
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq2371
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq3523
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq2372
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq3524
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq2373
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq3525
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq2374
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq2375
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq4745
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq81
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1075
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq4746
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq82
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1076
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq3147
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq4747
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq83
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1077
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq3148
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq4749
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq85
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1079
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq4750
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq86
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1080
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq4751
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq87
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1081
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq4752
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq88
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1082
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1757
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1758
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1759
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1760
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq2369
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1756
antigen5|Q7A768|CP000253.1|mhcii|seq4748	antigen5|Q7A768|CP000253.1|mhcii|seq1755
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq5132
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq5134
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2122
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3908
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq288
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3237
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3234
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3235
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3236
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3238
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3239
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3240
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3909
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq289
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3910
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq290
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2119
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3911
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq291
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2120
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq3912
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq292
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2121
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq1707
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq1704
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq1705
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq1706
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq1708
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq1709
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq1710
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2123
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2124
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2125
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2291
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq4512
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2288
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq4509
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2289
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq4510
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2290
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq4511
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2292
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq4513
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2293
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq4514
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq2294
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq4515
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq287
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq5131
antigen5|Q7A768|CP000253.1|mhcii|seq5132	antigen5|Q7A768|CP000253.1|mhcii|seq1517
antigen5|Q7A768|CP000253.1|mhcii|seq2317	antigen5|Q7A768|CP000253.1|mhcii|seq2317
antigen5|Q7A768|CP000253.1|mhcii|seq2317	antigen5|Q7A768|CP000253.1|mhcii|seq4523
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq2349
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq2350
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq1733
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq1732
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq1734
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq1735
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4679
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4680
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq2347
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq2348
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4209
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4682
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq865
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4207
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4208
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4681
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4210
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4683
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4211
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4684
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4212
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq4685
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq862
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq863
antigen5|Q7A768|CP000253.1|mhcii|seq2349	antigen5|Q7A768|CP000253.1|mhcii|seq864
antigen5|Q7A768|CP000253.1|mhcii|seq3277	antigen5|Q7A768|CP000253.1|mhcii|seq3277
antigen5|Q7A768|CP000253.1|mhcii|seq3373	antigen5|Q7A768|CP000253.1|mhcii|seq3373
antigen5|Q7A768|CP000253.1|mhcii|seq3373	antigen5|Q7A768|CP000253.1|mhcii|seq4611
antigen5|Q7A768|CP000253.1|mhcii|seq3373	antigen5|Q7A768|CP000253.1|mhcii|seq2081
antigen5|Q7A768|CP000253.1|mhcii|seq3373	antigen5|Q7A768|CP000253.1|mhcii|seq3370
antigen5|Q7A768|CP000253.1|mhcii|seq3373	antigen5|Q7A768|CP000253.1|mhcii|seq4608
antigen5|Q7A768|CP000253.1|mhcii|seq3373	antigen5|Q7A768|CP000253.1|mhcii|seq4138
antigen5|Q7A768|CP000253.1|mhcii|seq3373	antigen5|Q7A768|CP000253.1|mhcii|seq3371
antigen5|Q7A768|CP000253.1|mhcii|seq3373	antigen5|Q7A768|CP000253.1|mhcii|seq4609
antigen5|Q7A768|CP000253.1|mhcii|seq3373	antigen5|Q7A768|CP000253.1|mhcii|seq4139
antigen5|Q7A768|CP000253.1|mhcii|seq3373	antigen5|Q7A768|CP000253.1|mhcii|seq3372
