antigen184|A7X1D2|CP000253.1|mhcii|seq1	antigen184|A7X1D2|CP000253.1|mhcii|seq1
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq139
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1867
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1899
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq140
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1868
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1900
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq141
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1869
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1870
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1584
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1585
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2545
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2546
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2259
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2547
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2260
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2548
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1525
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2229
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2261
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2549
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2230
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2262
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2550
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2231
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2263
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2232
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2264
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2233
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2234
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1021
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1022
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq1023
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2079
antigen184|A7X1D2|CP000253.1|mhcii|seq2084	antigen184|A7X1D2|CP000253.1|mhcii|seq2080
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq741
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1967
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1057
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq738
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1964
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1058
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq739
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1965
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1059
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq740
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1966
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1060
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq742
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1968
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq743
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1969
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq2451
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq2452
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq2453
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq2454
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1116
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq85
antigen184|A7X1D2|CP000253.1|mhcii|seq741	antigen184|A7X1D2|CP000253.1|mhcii|seq1056
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1413
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1409
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1410
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1411
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1412
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2470
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2534
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2471
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2535
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2472
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2473
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2474
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2475
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1453
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1805
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1806
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1807
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1808
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2064
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq945
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1809
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2065
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq946
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1810
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2066
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq947
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2067
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq948
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1364
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2068
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1365
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2069
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2485
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1366
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2486
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1367
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2007
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2487
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1368
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2008
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2488
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1433
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2009
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2489
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1434
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq2490
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1435
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1436
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1437
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1438
antigen184|A7X1D2|CP000253.1|mhcii|seq1413	antigen184|A7X1D2|CP000253.1|mhcii|seq1408
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1573
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1571
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1572
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1574
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1512
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1513
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1514
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1515
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1009
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1010
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1011
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2419
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2104
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2417
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2102
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2418
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2103
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2420
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2105
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2421
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2106
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2422
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq2107
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1886
antigen184|A7X1D2|CP000253.1|mhcii|seq1573	antigen184|A7X1D2|CP000253.1|mhcii|seq1887
antigen184|A7X1D2|CP000253.1|mhcii|seq2117	antigen184|A7X1D2|CP000253.1|mhcii|seq2117
antigen184|A7X1D2|CP000253.1|mhcii|seq2341	antigen184|A7X1D2|CP000253.1|mhcii|seq2341
antigen184|A7X1D2|CP000253.1|mhcii|seq2341	antigen184|A7X1D2|CP000253.1|mhcii|seq1842
antigen184|A7X1D2|CP000253.1|mhcii|seq2341	antigen184|A7X1D2|CP000253.1|mhcii|seq1841
antigen184|A7X1D2|CP000253.1|mhcii|seq2341	antigen184|A7X1D2|CP000253.1|mhcii|seq1845
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1318
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1314
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1315
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1316
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq165
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq2197
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1502
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1317
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1254
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1255
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1319
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1256
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1320
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1257
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1321
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1258
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1259
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1260
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq117
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq2029
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1559
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq118
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq2030
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1560
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq2198
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq119
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq2031
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1561
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq120
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq2032
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1562
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq121
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq2033
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1563
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq122
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq2034
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1564
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1503
antigen184|A7X1D2|CP000253.1|mhcii|seq1318	antigen184|A7X1D2|CP000253.1|mhcii|seq1504
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1670
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1666
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1667
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1668
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1669
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq711
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1671
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq712
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1672
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq713
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1673
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq714
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1674
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq2346
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq299
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq715
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq2347
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq300
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq716
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq2348
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq877
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq2349
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq878
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq2350
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq879
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq2351
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq2352
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1846
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1847
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq664
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1848
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1849
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1850
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1851
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1852
antigen184|A7X1D2|CP000253.1|mhcii|seq1670	antigen184|A7X1D2|CP000253.1|mhcii|seq1853
antigen184|A7X1D2|CP000253.1|mhcii|seq871	antigen184|A7X1D2|CP000253.1|mhcii|seq871
antigen184|A7X1D2|CP000253.1|mhcii|seq871	antigen184|A7X1D2|CP000253.1|mhcii|seq872
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq903
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq898
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq899
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq900
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1124
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq901
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1125
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq902
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1126
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1127
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq680
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1128
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq681
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq682
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1066
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq683
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1067
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq684
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1068
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq685
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq749
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq750
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1108
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1940
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1109
antigen184|A7X1D2|CP000253.1|mhcii|seq903	antigen184|A7X1D2|CP000253.1|mhcii|seq1941
