antigen115|Q7A7G0|BX571856.1|mhcii|seq196	antigen115|Q7A7G0|BX571856.1|mhcii|seq196
antigen115|Q7A7G0|BX571856.1|mhcii|seq1995	antigen115|Q7A7G0|BX571856.1|mhcii|seq3543
antigen115|Q7A7G0|BX571856.1|mhcii|seq1995	antigen115|Q7A7G0|BX571856.1|mhcii|seq3544
antigen115|Q7A7G0|BX571856.1|mhcii|seq1995	antigen115|Q7A7G0|BX571856.1|mhcii|seq3545
antigen115|Q7A7G0|BX571856.1|mhcii|seq1995	antigen115|Q7A7G0|BX571856.1|mhcii|seq3547
antigen115|Q7A7G0|BX571856.1|mhcii|seq1995	antigen115|Q7A7G0|BX571856.1|mhcii|seq3548
antigen115|Q7A7G0|BX571856.1|mhcii|seq1995	antigen115|Q7A7G0|BX571856.1|mhcii|seq3549
antigen115|Q7A7G0|BX571856.1|mhcii|seq1995	antigen115|Q7A7G0|BX571856.1|mhcii|seq1189
antigen115|Q7A7G0|BX571856.1|mhcii|seq1995	antigen115|Q7A7G0|BX571856.1|mhcii|seq1188
antigen115|Q7A7G0|BX571856.1|mhcii|seq2475	antigen115|Q7A7G0|BX571856.1|mhcii|seq2475
antigen115|Q7A7G0|BX571856.1|mhcii|seq2475	antigen115|Q7A7G0|BX571856.1|mhcii|seq1961
antigen115|Q7A7G0|BX571856.1|mhcii|seq2475	antigen115|Q7A7G0|BX571856.1|mhcii|seq2474
antigen115|Q7A7G0|BX571856.1|mhcii|seq2923	antigen115|Q7A7G0|BX571856.1|mhcii|seq2923
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3435
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3430
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3431
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3432
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3433
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3434
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq971
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq972
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq973
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq1165
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq974
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq1166
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq1167
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq1168
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq849
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq1169
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq850
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq851
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3219
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq852
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3220
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq853
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3221
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq854
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3222
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3129
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3130
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3131
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3355
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3356
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3357
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3358
antigen115|Q7A7G0|BX571856.1|mhcii|seq3435	antigen115|Q7A7G0|BX571856.1|mhcii|seq3359
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq780
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq779
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq1060
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq1057
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq1058
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq1059
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq1061
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq1062
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq1063
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq1064
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq781
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq782
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq2510
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq98
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq783
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq2741
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq2742
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq2743
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq3383
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq2744
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq3384
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq2745
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq2746
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq795
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq2747
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq796
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq2748
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq797
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq798
antigen115|Q7A7G0|BX571856.1|mhcii|seq780	antigen115|Q7A7G0|BX571856.1|mhcii|seq1056
antigen115|Q7A7G0|BX571856.1|mhcii|seq1132	antigen115|Q7A7G0|BX571856.1|mhcii|seq1132
antigen115|Q7A7G0|BX571856.1|mhcii|seq1132	antigen115|Q7A7G0|BX571856.1|mhcii|seq1133
antigen115|Q7A7G0|BX571856.1|mhcii|seq1132	antigen115|Q7A7G0|BX571856.1|mhcii|seq3248
antigen115|Q7A7G0|BX571856.1|mhcii|seq1132	antigen115|Q7A7G0|BX571856.1|mhcii|seq1569
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq1260
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq2693
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq3184
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq1258
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq1259
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq1619
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq1618
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq1842
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq1841
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq1843
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq2878
antigen115|Q7A7G0|BX571856.1|mhcii|seq1260	antigen115|Q7A7G0|BX571856.1|mhcii|seq2879
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq1804
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2721
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2722
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2723
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq3272
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq3273
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq1802
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq3274
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq1803
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq3275
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2156
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2572
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2570
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2571
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2573
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2574
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2575
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq3276
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq1805
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2157
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq1806
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2158
antigen115|Q7A7G0|BX571856.1|mhcii|seq1804	antigen115|Q7A7G0|BX571856.1|mhcii|seq2720
antigen115|Q7A7G0|BX571856.1|mhcii|seq1304	antigen115|Q7A7G0|BX571856.1|mhcii|seq1304
antigen115|Q7A7G0|BX571856.1|mhcii|seq1304	antigen115|Q7A7G0|BX571856.1|mhcii|seq1303
antigen115|Q7A7G0|BX571856.1|mhcii|seq1304	antigen115|Q7A7G0|BX571856.1|mhcii|seq2097
antigen115|Q7A7G0|BX571856.1|mhcii|seq1304	antigen115|Q7A7G0|BX571856.1|mhcii|seq2098
antigen115|Q7A7G0|BX571856.1|mhcii|seq1304	antigen115|Q7A7G0|BX571856.1|mhcii|seq2099
antigen115|Q7A7G0|BX571856.1|mhcii|seq1304	antigen115|Q7A7G0|BX571856.1|mhcii|seq2100
antigen115|Q7A7G0|BX571856.1|mhcii|seq1304	antigen115|Q7A7G0|BX571856.1|mhcii|seq2096
antigen115|Q7A7G0|BX571856.1|mhcii|seq1976	antigen115|Q7A7G0|BX571856.1|mhcii|seq1976
antigen115|Q7A7G0|BX571856.1|mhcii|seq2264	antigen115|Q7A7G0|BX571856.1|mhcii|seq2264
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2872
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2993
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3489
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq1353
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq1354
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3018
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3109
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq540
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq1355
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3019
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3110
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq541
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq1356
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3020
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3111
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq542
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3021
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3112
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq543
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2419
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2164
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2420
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2868
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2989
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2165
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2421
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2869
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2990
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2166
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2422
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2870
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2991
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2167
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2871
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2992
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2168
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2840
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2841
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2842
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2843
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq2844
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3486
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3487
antigen115|Q7A7G0|BX571856.1|mhcii|seq2872	antigen115|Q7A7G0|BX571856.1|mhcii|seq3488
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq1
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq1172
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq19
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq870
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq2
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq871
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq3
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq872
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq4
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq1170
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq1171
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq18
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq1173
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq20
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq1174
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq21
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq1175
antigen115|Q7A7G0|BX571856.1|mhcii|seq1	antigen115|Q7A7G0|BX571856.1|mhcii|seq22
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq225
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3585
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2468
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2469
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2470
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2471
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2472
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq1865
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2473
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq1866
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq1867
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq1868
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3148
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq1869
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3149
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq718
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq1390
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq1870
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq719
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq1391
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3375
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq720
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq1392
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq721
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq722
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2962
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq723
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2963
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2964
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2965
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2966
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq55
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq2967
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq56
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq57
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq58
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq59
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq60
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq220
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3100
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq221
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3101
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq222
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3102
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3582
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq223
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3103
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq3583
antigen115|Q7A7G0|BX571856.1|mhcii|seq225	antigen115|Q7A7G0|BX571856.1|mhcii|seq224
