antigen98|A5IVY0|BA000018.3|mhcii|seq1	antigen98|A5IVY0|BA000018.3|mhcii|seq1
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq3553
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq3554
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq1929
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq1930
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq1931
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq1932
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq4364
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq5447
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq2893
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq4365
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq5448
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq2894
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq4366
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq5449
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq2895
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq4367
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq5450
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq2896
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq6162
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq1043
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq6163
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq1044
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq6164
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq1045
antigen98|A5IVY0|BA000018.3|mhcii|seq3555	antigen98|A5IVY0|BA000018.3|mhcii|seq3552
antigen98|A5IVY0|BA000018.3|mhcii|seq4131	antigen98|A5IVY0|BA000018.3|mhcii|seq4131
antigen98|A5IVY0|BA000018.3|mhcii|seq4195	antigen98|A5IVY0|BA000018.3|mhcii|seq4195
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4771
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4769
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4770
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq585
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq586
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq587
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq588
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq3564
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq589
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq5901
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq590
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1230
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq5902
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1231
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq5903
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1232
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq5904
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1233
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq5905
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1234
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4946
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq5906
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1235
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1939
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4947
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1940
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4692
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4948
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1941
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4693
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4949
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4694
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4950
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4695
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4951
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4696
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq795
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq796
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1052
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq797
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1053
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq6173
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq798
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1054
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4766
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq6174
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq799
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq1055
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4767
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq800
antigen98|A5IVY0|BA000018.3|mhcii|seq4771	antigen98|A5IVY0|BA000018.3|mhcii|seq4768
antigen98|A5IVY0|BA000018.3|mhcii|seq5027	antigen98|A5IVY0|BA000018.3|mhcii|seq5027
antigen98|A5IVY0|BA000018.3|mhcii|seq5027	antigen98|A5IVY0|BA000018.3|mhcii|seq5028
antigen98|A5IVY0|BA000018.3|mhcii|seq5699	antigen98|A5IVY0|BA000018.3|mhcii|seq5699
antigen98|A5IVY0|BA000018.3|mhcii|seq5699	antigen98|A5IVY0|BA000018.3|mhcii|seq5697
antigen98|A5IVY0|BA000018.3|mhcii|seq5699	antigen98|A5IVY0|BA000018.3|mhcii|seq5698
antigen98|A5IVY0|BA000018.3|mhcii|seq5699	antigen98|A5IVY0|BA000018.3|mhcii|seq2095
antigen98|A5IVY0|BA000018.3|mhcii|seq5699	antigen98|A5IVY0|BA000018.3|mhcii|seq2096
antigen98|A5IVY0|BA000018.3|mhcii|seq5699	antigen98|A5IVY0|BA000018.3|mhcii|seq2094
antigen98|A5IVY0|BA000018.3|mhcii|seq5699	antigen98|A5IVY0|BA000018.3|mhcii|seq5013
antigen98|A5IVY0|BA000018.3|mhcii|seq5699	antigen98|A5IVY0|BA000018.3|mhcii|seq5014
antigen98|A5IVY0|BA000018.3|mhcii|seq5795	antigen98|A5IVY0|BA000018.3|mhcii|seq5795
antigen98|A5IVY0|BA000018.3|mhcii|seq5795	antigen98|A5IVY0|BA000018.3|mhcii|seq568
antigen98|A5IVY0|BA000018.3|mhcii|seq5795	antigen98|A5IVY0|BA000018.3|mhcii|seq5793
antigen98|A5IVY0|BA000018.3|mhcii|seq5795	antigen98|A5IVY0|BA000018.3|mhcii|seq3720
antigen98|A5IVY0|BA000018.3|mhcii|seq5795	antigen98|A5IVY0|BA000018.3|mhcii|seq569
antigen98|A5IVY0|BA000018.3|mhcii|seq5795	antigen98|A5IVY0|BA000018.3|mhcii|seq5794
antigen98|A5IVY0|BA000018.3|mhcii|seq5795	antigen98|A5IVY0|BA000018.3|mhcii|seq3721
antigen98|A5IVY0|BA000018.3|mhcii|seq196	antigen98|A5IVY0|BA000018.3|mhcii|seq196
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq1220
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq385
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq1217
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2721
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq386
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq1218
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2722
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq387
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq1219
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2659
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2723
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq3203
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq388
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2660
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2724
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq3204
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq389
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2661
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq390
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2662
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2663
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2664
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq235
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq1067
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq236
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq1068
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq4812
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq237
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq1069
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq4813
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq238
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq1070
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq4814
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq239
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq783
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq4815
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq240
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq784
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq4816
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq785
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq855
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq856
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq6264
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq857
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq858
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq859
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq860
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq1215
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2719
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq1216
antigen98|A5IVY0|BA000018.3|mhcii|seq1220	antigen98|A5IVY0|BA000018.3|mhcii|seq2720
antigen98|A5IVY0|BA000018.3|mhcii|seq1348	antigen98|A5IVY0|BA000018.3|mhcii|seq1348
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1572
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1569
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1825
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1570
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1826
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1571
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1827
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1828
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1829
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1830
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3846
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3847
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3848
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3849
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq5424
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3409
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq5425
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3410
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq5426
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq6034
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3411
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq6035
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq340
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3412
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq6036
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq341
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3413
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq6037
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq342
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3414
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq6038
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq343
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq2839
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq6039
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq344
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq2840
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq345
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq2841
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq2842
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq4666
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq2843
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq2844
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3740
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3741
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3742
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3998
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1567
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3743
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3999
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq1568
antigen98|A5IVY0|BA000018.3|mhcii|seq1572	antigen98|A5IVY0|BA000018.3|mhcii|seq3744
antigen98|A5IVY0|BA000018.3|mhcii|seq1892	antigen98|A5IVY0|BA000018.3|mhcii|seq1892
antigen98|A5IVY0|BA000018.3|mhcii|seq1892	antigen98|A5IVY0|BA000018.3|mhcii|seq1891
antigen98|A5IVY0|BA000018.3|mhcii|seq1892	antigen98|A5IVY0|BA000018.3|mhcii|seq436
antigen98|A5IVY0|BA000018.3|mhcii|seq1892	antigen98|A5IVY0|BA000018.3|mhcii|seq1282
antigen98|A5IVY0|BA000018.3|mhcii|seq1892	antigen98|A5IVY0|BA000018.3|mhcii|seq1281
antigen98|A5IVY0|BA000018.3|mhcii|seq2244	antigen98|A5IVY0|BA000018.3|mhcii|seq2244
antigen98|A5IVY0|BA000018.3|mhcii|seq2244	antigen98|A5IVY0|BA000018.3|mhcii|seq2245
antigen98|A5IVY0|BA000018.3|mhcii|seq2500	antigen98|A5IVY0|BA000018.3|mhcii|seq2500
antigen98|A5IVY0|BA000018.3|mhcii|seq3460	antigen98|A5IVY0|BA000018.3|mhcii|seq3460
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3844
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq5422
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3841
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq5419
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq5889
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3842
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq5420
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq5890
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3843
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq5421
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3845
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq5423
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq6030
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq6031
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq6032
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq6033
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq4663
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq4664
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3737
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq4665
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3738
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3739
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3995
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq1564
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3996
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq1565
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3997
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq1566
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq3840
antigen98|A5IVY0|BA000018.3|mhcii|seq3844	antigen98|A5IVY0|BA000018.3|mhcii|seq5418
antigen98|A5IVY0|BA000018.3|mhcii|seq3940	antigen98|A5IVY0|BA000018.3|mhcii|seq3940
antigen98|A5IVY0|BA000018.3|mhcii|seq3940	antigen98|A5IVY0|BA000018.3|mhcii|seq3941
antigen98|A5IVY0|BA000018.3|mhcii|seq4164	antigen98|A5IVY0|BA000018.3|mhcii|seq4164
