antigen95|Q7A7B2|BX571857.1|mhcii|seq2851	antigen95|Q7A7B2|BX571857.1|mhcii|seq2851
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq625
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2513
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2514
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq627
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2515
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq532
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq533
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq534
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2618
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2619
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq2620
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1981
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1758
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1982
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1759
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1983
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1760
antigen95|Q7A7B2|BX571857.1|mhcii|seq626	antigen95|Q7A7B2|BX571857.1|mhcii|seq1984
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq1042
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2902
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq1039
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq1040
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2900
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq1041
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2901
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq1043
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2903
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq1044
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2904
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq949
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2645
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq1045
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2905
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq950
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2646
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq1046
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2906
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq951
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2647
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq952
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2648
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq953
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq2649
antigen95|Q7A7B2|BX571857.1|mhcii|seq1042	antigen95|Q7A7B2|BX571857.1|mhcii|seq3159
antigen95|Q7A7B2|BX571857.1|mhcii|seq1202	antigen95|Q7A7B2|BX571857.1|mhcii|seq1202
antigen95|Q7A7B2|BX571857.1|mhcii|seq1202	antigen95|Q7A7B2|BX571857.1|mhcii|seq1203
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1234
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1346
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq353
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1345
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq327
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2987
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2988
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq592
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1236
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq351
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq352
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq324
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq325
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq326
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq588
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq589
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq590
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq591
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1679
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq59
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1676
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq56
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1677
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq57
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1678
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq58
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1680
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq60
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2289
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2132
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2133
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1232
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1233
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1235
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2040
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2037
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2038
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2039
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2041
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2042
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq2043
antigen95|Q7A7B2|BX571857.1|mhcii|seq1234	antigen95|Q7A7B2|BX571857.1|mhcii|seq1344
antigen95|Q7A7B2|BX571857.1|mhcii|seq1458	antigen95|Q7A7B2|BX571857.1|mhcii|seq1458
antigen95|Q7A7B2|BX571857.1|mhcii|seq1842	antigen95|Q7A7B2|BX571857.1|mhcii|seq1842
antigen95|Q7A7B2|BX571857.1|mhcii|seq1842	antigen95|Q7A7B2|BX571857.1|mhcii|seq1841
antigen95|Q7A7B2|BX571857.1|mhcii|seq1842	antigen95|Q7A7B2|BX571857.1|mhcii|seq1843
antigen95|Q7A7B2|BX571857.1|mhcii|seq1842	antigen95|Q7A7B2|BX571857.1|mhcii|seq1844
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2290
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1971
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1704
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq3105
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1699
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1700
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1701
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1702
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1703
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1672
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1673
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1674
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2000
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1777
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2001
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1170
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1778
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2002
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2546
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1171
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1779
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2003
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2547
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq3315
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1780
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2004
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2548
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2005
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2549
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2550
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2551
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2711
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2712
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2713
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2714
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2075
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2715
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2076
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2077
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2078
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2079
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2080
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1967
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1968
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1681
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq61
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1969
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2545
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1682
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq62
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1970
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1683
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq63
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2291
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1684
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq64
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1972
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2292
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1973
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2293
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq1974
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2134
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2294
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2135
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2136
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq2137
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq3098
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq3099
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq3100
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq3101
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq3102
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq3103
antigen95|Q7A7B2|BX571857.1|mhcii|seq2290	antigen95|Q7A7B2|BX571857.1|mhcii|seq3104
antigen95|Q7A7B2|BX571857.1|mhcii|seq2610	antigen95|Q7A7B2|BX571857.1|mhcii|seq2610
antigen95|Q7A7B2|BX571857.1|mhcii|seq2610	antigen95|Q7A7B2|BX571857.1|mhcii|seq201
antigen95|Q7A7B2|BX571857.1|mhcii|seq2610	antigen95|Q7A7B2|BX571857.1|mhcii|seq2937
antigen95|Q7A7B2|BX571857.1|mhcii|seq2610	antigen95|Q7A7B2|BX571857.1|mhcii|seq2016
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq2674
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq1858
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq1857
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq1859
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq1860
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq1856
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq873
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq872
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq874
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq875
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq876
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq2672
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq2673
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq339
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq2675
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq340
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq341
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq342
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq1404
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq1405
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq1406
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq1408
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq2677
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq1407
antigen95|Q7A7B2|BX571857.1|mhcii|seq2674	antigen95|Q7A7B2|BX571857.1|mhcii|seq2676
antigen95|Q7A7B2|BX571857.1|mhcii|seq2866	antigen95|Q7A7B2|BX571857.1|mhcii|seq2866
antigen95|Q7A7B2|BX571857.1|mhcii|seq2866	antigen95|Q7A7B2|BX571857.1|mhcii|seq2867
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3026
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2832
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq897
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2529
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq167
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2785
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2814
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3008
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq898
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2530
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq168
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq899
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2531
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq169
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2532
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq170
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3144
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3145
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3146
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3147
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3148
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3149
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3022
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2828
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3150
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3023
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2829
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3024
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2830
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3025
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2831
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3027
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2833
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3028
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq2834
antigen95|Q7A7B2|BX571857.1|mhcii|seq3026	antigen95|Q7A7B2|BX571857.1|mhcii|seq3029
