antigen111|A5ISH9|CP000253.1|mhcii|seq1	antigen111|A5ISH9|CP000253.1|mhcii|seq1
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq1139
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq5171
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq6675
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq5172
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq6265
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq6266
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq6267
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq6268
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq4157
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq6269
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq4158
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq6270
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq4159
antigen111|A5ISH9|CP000253.1|mhcii|seq4162	antigen111|A5ISH9|CP000253.1|mhcii|seq4160
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq4642
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq4641
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq2178
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq2179
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq2180
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq7236
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq6652
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq2181
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq7237
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq6653
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq7238
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq6654
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq7239
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq3694
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq3758
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq3695
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq3759
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq3696
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq3760
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq3697
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq3761
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq1430
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq4822
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq1431
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq4823
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq1432
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq4824
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq1433
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq4825
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq5403
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq5404
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq5405
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq4638
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq5406
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq4639
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq4640
antigen111|A5ISH9|CP000253.1|mhcii|seq4642	antigen111|A5ISH9|CP000253.1|mhcii|seq4821
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq5058
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq5057
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq4547
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq261
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq5059
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq4548
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq262
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq5060
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq4549
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq263
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq4550
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq264
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq4551
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3054
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3055
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3056
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3057
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3058
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3858
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3059
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3060
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3061
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3859
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3860
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3094
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3095
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3096
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3097
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3098
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3099
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq3100
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq4955
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq6039
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq4956
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq5055
antigen111|A5ISH9|CP000253.1|mhcii|seq5058	antigen111|A5ISH9|CP000253.1|mhcii|seq5056
antigen111|A5ISH9|CP000253.1|mhcii|seq1958	antigen111|A5ISH9|CP000253.1|mhcii|seq1958
antigen111|A5ISH9|CP000253.1|mhcii|seq1958	antigen111|A5ISH9|CP000253.1|mhcii|seq1959
antigen111|A5ISH9|CP000253.1|mhcii|seq1958	antigen111|A5ISH9|CP000253.1|mhcii|seq1960
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq2022
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq4769
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq3138
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq6423
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq4770
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq2019
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq3139
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq6424
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq4771
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq2020
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq3140
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq6425
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq4772
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq2021
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq3141
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq6426
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq2474
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq5852
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq2475
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq5853
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq2476
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq5854
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq2938
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq2939
antigen111|A5ISH9|CP000253.1|mhcii|seq2022	antigen111|A5ISH9|CP000253.1|mhcii|seq2940
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq2054
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq1793
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq2401
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq7009
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq7010
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq2051
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq7011
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq2052
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq7012
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq2053
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq7013
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq7014
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq2055
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq2056
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq4696
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq3769
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq4697
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq698
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq39
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq3770
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq699
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq40
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq3771
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq1790
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq1791
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq2399
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq1792
antigen111|A5ISH9|CP000253.1|mhcii|seq2054	antigen111|A5ISH9|CP000253.1|mhcii|seq2400
antigen111|A5ISH9|CP000253.1|mhcii|seq2086	antigen111|A5ISH9|CP000253.1|mhcii|seq2086
antigen111|A5ISH9|CP000253.1|mhcii|seq2086	antigen111|A5ISH9|CP000253.1|mhcii|seq2085
antigen111|A5ISH9|CP000253.1|mhcii|seq2086	antigen111|A5ISH9|CP000253.1|mhcii|seq7117
antigen111|A5ISH9|CP000253.1|mhcii|seq2086	antigen111|A5ISH9|CP000253.1|mhcii|seq7118
antigen111|A5ISH9|CP000253.1|mhcii|seq2086	antigen111|A5ISH9|CP000253.1|mhcii|seq7119
antigen111|A5ISH9|CP000253.1|mhcii|seq2214	antigen111|A5ISH9|CP000253.1|mhcii|seq2214
antigen111|A5ISH9|CP000253.1|mhcii|seq2214	antigen111|A5ISH9|CP000253.1|mhcii|seq2213
antigen111|A5ISH9|CP000253.1|mhcii|seq2214	antigen111|A5ISH9|CP000253.1|mhcii|seq2215
antigen111|A5ISH9|CP000253.1|mhcii|seq2214	antigen111|A5ISH9|CP000253.1|mhcii|seq5971
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq2310
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq159
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq2307
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq156
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq2308
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq157
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq2309
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq158
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq2311
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq520
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq1160
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq521
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq1161
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq1162
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq1163
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq2925
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq2926
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq2927
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq2928
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq2929
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq2134
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq953
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq954
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq1339
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq1340
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq1341
antigen111|A5ISH9|CP000253.1|mhcii|seq2310	antigen111|A5ISH9|CP000253.1|mhcii|seq1342
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2470
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2465
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2466
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2467
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2468
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq3524
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2469
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq3525
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq7045
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq3526
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq7046
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq7047
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq7048
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq3561
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq7049
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq3562
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2795
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq3563
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2796
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq3564
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2797
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq3565
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2798
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq1871
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2799
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq6479
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq1872
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq2800
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq4112
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq6480
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq1873
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq4113
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq1874
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq4114
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq4115
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq310
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq311
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq312
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq5272
antigen111|A5ISH9|CP000253.1|mhcii|seq2470	antigen111|A5ISH9|CP000253.1|mhcii|seq5273
antigen111|A5ISH9|CP000253.1|mhcii|seq3302	antigen111|A5ISH9|CP000253.1|mhcii|seq3302
antigen111|A5ISH9|CP000253.1|mhcii|seq3871	antigen111|A5ISH9|CP000253.1|mhcii|seq3871
antigen111|A5ISH9|CP000253.1|mhcii|seq3871	antigen111|A5ISH9|CP000253.1|mhcii|seq3873
antigen111|A5ISH9|CP000253.1|mhcii|seq3871	antigen111|A5ISH9|CP000253.1|mhcii|seq5929
antigen111|A5ISH9|CP000253.1|mhcii|seq3871	antigen111|A5ISH9|CP000253.1|mhcii|seq5927
antigen111|A5ISH9|CP000253.1|mhcii|seq3871	antigen111|A5ISH9|CP000253.1|mhcii|seq4860
antigen111|A5ISH9|CP000253.1|mhcii|seq3871	antigen111|A5ISH9|CP000253.1|mhcii|seq3872
antigen111|A5ISH9|CP000253.1|mhcii|seq3871	antigen111|A5ISH9|CP000253.1|mhcii|seq5928
antigen111|A5ISH9|CP000253.1|mhcii|seq4543	antigen111|A5ISH9|CP000253.1|mhcii|seq4543
antigen111|A5ISH9|CP000253.1|mhcii|seq4671	antigen111|A5ISH9|CP000253.1|mhcii|seq4671
antigen111|A5ISH9|CP000253.1|mhcii|seq4671	antigen111|A5ISH9|CP000253.1|mhcii|seq4675
antigen111|A5ISH9|CP000253.1|mhcii|seq4671	antigen111|A5ISH9|CP000253.1|mhcii|seq4672
antigen111|A5ISH9|CP000253.1|mhcii|seq5279	antigen111|A5ISH9|CP000253.1|mhcii|seq5279
antigen111|A5ISH9|CP000253.1|mhcii|seq5503	antigen111|A5ISH9|CP000253.1|mhcii|seq5503
antigen111|A5ISH9|CP000253.1|mhcii|seq5503	antigen111|A5ISH9|CP000253.1|mhcii|seq5505
antigen111|A5ISH9|CP000253.1|mhcii|seq5503	antigen111|A5ISH9|CP000253.1|mhcii|seq5504
antigen111|A5ISH9|CP000253.1|mhcii|seq5535	antigen111|A5ISH9|CP000253.1|mhcii|seq5535
antigen111|A5ISH9|CP000253.1|mhcii|seq5535	antigen111|A5ISH9|CP000253.1|mhcii|seq1350
antigen111|A5ISH9|CP000253.1|mhcii|seq5535	antigen111|A5ISH9|CP000253.1|mhcii|seq4358
antigen111|A5ISH9|CP000253.1|mhcii|seq5535	antigen111|A5ISH9|CP000253.1|mhcii|seq4359
antigen111|A5ISH9|CP000253.1|mhcii|seq5535	antigen111|A5ISH9|CP000253.1|mhcii|seq7157
