antigen95|Q7A7B2|CP000253.1|mhcii|seq4639	antigen95|Q7A7B2|CP000253.1|mhcii|seq4639
antigen95|Q7A7B2|CP000253.1|mhcii|seq13700	antigen95|Q7A7B2|CP000253.1|mhcii|seq7739
antigen95|Q7A7B2|CP000253.1|mhcii|seq13700	antigen95|Q7A7B2|CP000253.1|mhcii|seq7484
antigen95|Q7A7B2|CP000253.1|mhcii|seq13860	antigen95|Q7A7B2|CP000253.1|mhcii|seq13860
antigen95|Q7A7B2|CP000253.1|mhcii|seq14148	antigen95|Q7A7B2|CP000253.1|mhcii|seq14148
antigen95|Q7A7B2|CP000253.1|mhcii|seq14148	antigen95|Q7A7B2|CP000253.1|mhcii|seq138
antigen95|Q7A7B2|CP000253.1|mhcii|seq14148	antigen95|Q7A7B2|CP000253.1|mhcii|seq2864
antigen95|Q7A7B2|CP000253.1|mhcii|seq14148	antigen95|Q7A7B2|CP000253.1|mhcii|seq1741
antigen95|Q7A7B2|CP000253.1|mhcii|seq14148	antigen95|Q7A7B2|CP000253.1|mhcii|seq14147
antigen95|Q7A7B2|CP000253.1|mhcii|seq14148	antigen95|Q7A7B2|CP000253.1|mhcii|seq137
antigen95|Q7A7B2|CP000253.1|mhcii|seq14148	antigen95|Q7A7B2|CP000253.1|mhcii|seq2863
antigen95|Q7A7B2|CP000253.1|mhcii|seq14148	antigen95|Q7A7B2|CP000253.1|mhcii|seq1739
antigen95|Q7A7B2|CP000253.1|mhcii|seq14148	antigen95|Q7A7B2|CP000253.1|mhcii|seq1740
antigen95|Q7A7B2|CP000253.1|mhcii|seq14148	antigen95|Q7A7B2|CP000253.1|mhcii|seq1742
antigen95|Q7A7B2|CP000253.1|mhcii|seq14148	antigen95|Q7A7B2|CP000253.1|mhcii|seq1743
antigen95|Q7A7B2|CP000253.1|mhcii|seq14820	antigen95|Q7A7B2|CP000253.1|mhcii|seq14820
antigen95|Q7A7B2|CP000253.1|mhcii|seq15300	antigen95|Q7A7B2|CP000253.1|mhcii|seq15300
antigen95|Q7A7B2|CP000253.1|mhcii|seq15300	antigen95|Q7A7B2|CP000253.1|mhcii|seq14026
antigen95|Q7A7B2|CP000253.1|mhcii|seq15300	antigen95|Q7A7B2|CP000253.1|mhcii|seq15301
antigen95|Q7A7B2|CP000253.1|mhcii|seq15300	antigen95|Q7A7B2|CP000253.1|mhcii|seq14027
antigen95|Q7A7B2|CP000253.1|mhcii|seq15300	antigen95|Q7A7B2|CP000253.1|mhcii|seq15302
antigen95|Q7A7B2|CP000253.1|mhcii|seq15300	antigen95|Q7A7B2|CP000253.1|mhcii|seq14028
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq1317
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq1313
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq8001
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq1314
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq8002
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq579
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq1999
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq13333
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq1315
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq8003
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq1316
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq8004
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq8005
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq1318
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq1319
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq2000
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq2001
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq2002
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq2003
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq2004
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq2005
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq13334
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq11128
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq15036
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq11129
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq15037
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq7610
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq11130
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq15038
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq7611
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq11131
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq15039
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq7612
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq7613
antigen95|Q7A7B2|CP000253.1|mhcii|seq1317	antigen95|Q7A7B2|CP000253.1|mhcii|seq8000
antigen95|Q7A7B2|CP000253.1|mhcii|seq1413	antigen95|Q7A7B2|CP000253.1|mhcii|seq1413
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2277
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2273
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2274
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2275
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2276
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq7173
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4198
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq7174
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4199
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq7175
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4200
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq7176
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq11496
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4201
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq7177
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq11497
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4202
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4203
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq8555
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2572
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq8556
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq9228
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2573
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq8557
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2574
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq6286
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq8558
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2575
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq6287
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq8559
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq14319
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2576
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq6288
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq8560
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq14320
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2577
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq6289
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq14321
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq14322
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq14323
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4948
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq14324
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4949
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4950
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4951
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4952
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq4953
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq253
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq254
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq255
antigen95|Q7A7B2|CP000253.1|mhcii|seq2277	antigen95|Q7A7B2|CP000253.1|mhcii|seq2272
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq2661
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq2658
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq2659
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq2660
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq11461
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq2662
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq2663
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq2664
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq2665
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq10993
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq14991
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq10994
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq14992
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq9564
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq9565
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq9566
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq9567
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq16703
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq9568
antigen95|Q7A7B2|CP000253.1|mhcii|seq2661	antigen95|Q7A7B2|CP000253.1|mhcii|seq16704
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq3237
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq3233
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq3234
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq14754
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq3235
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq14755
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq900
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq3236
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq14756
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq901
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq14757
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq902
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq14758
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq14759
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq16649
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5834
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq16650
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq2347
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5835
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq1004
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq2348
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5836
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq1005
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq2349
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5837
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq1006
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq2350
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5838
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq1007
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq2351
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5839
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq2352
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq8690
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq8691
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq3668
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq8692
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq3669
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq8693
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq3670
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq8694
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq3671
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5143
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq8695
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq3672
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5144
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5145
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5146
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5147
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq5148
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq8159
antigen95|Q7A7B2|CP000253.1|mhcii|seq3237	antigen95|Q7A7B2|CP000253.1|mhcii|seq3232
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq3333
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15393
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq3330
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15394
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq3331
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15395
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq3332
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15396
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15397
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq3334
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq3337
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15398
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq3335
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq3336
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq3338
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15730
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15731
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq11389
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq11390
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq12938
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq12939
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq545
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15723
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15724
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq12941
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq547
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq12940
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq546
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15725
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15726
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15727
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15728
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15729
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq11382
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq11383
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq11384
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq11385
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq11386
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq543
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq544
antigen95|Q7A7B2|CP000253.1|mhcii|seq3333	antigen95|Q7A7B2|CP000253.1|mhcii|seq15392
antigen95|Q7A7B2|CP000253.1|mhcii|seq4069	antigen95|Q7A7B2|CP000253.1|mhcii|seq4069
antigen95|Q7A7B2|CP000253.1|mhcii|seq4101	antigen95|Q7A7B2|CP000253.1|mhcii|seq4101
antigen95|Q7A7B2|CP000253.1|mhcii|seq4101	antigen95|Q7A7B2|CP000253.1|mhcii|seq4099
antigen95|Q7A7B2|CP000253.1|mhcii|seq4101	antigen95|Q7A7B2|CP000253.1|mhcii|seq4100
antigen95|Q7A7B2|CP000253.1|mhcii|seq4101	antigen95|Q7A7B2|CP000253.1|mhcii|seq4102
antigen95|Q7A7B2|CP000253.1|mhcii|seq4101	antigen95|Q7A7B2|CP000253.1|mhcii|seq4103
antigen95|Q7A7B2|CP000253.1|mhcii|seq4101	antigen95|Q7A7B2|CP000253.1|mhcii|seq12203
antigen95|Q7A7B2|CP000253.1|mhcii|seq4101	antigen95|Q7A7B2|CP000253.1|mhcii|seq2220
antigen95|Q7A7B2|CP000253.1|mhcii|seq4101	antigen95|Q7A7B2|CP000253.1|mhcii|seq13344
antigen95|Q7A7B2|CP000253.1|mhcii|seq4101	antigen95|Q7A7B2|CP000253.1|mhcii|seq12204
antigen95|Q7A7B2|CP000253.1|mhcii|seq4101	antigen95|Q7A7B2|CP000253.1|mhcii|seq2221
antigen95|Q7A7B2|CP000253.1|mhcii|seq4101	antigen95|Q7A7B2|CP000253.1|mhcii|seq13345
