antigen42|A5IPD1|CP002114.3|mhcii|seq262	antigen42|A5IPD1|CP002114.3|mhcii|seq262
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq174
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq175
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq176
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq178
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq179
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq180
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1141
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1142
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1143
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1144
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq249
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1377
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq250
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1378
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq251
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1379
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq763
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1405
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq252
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1380
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq764
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1406
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq253
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1381
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq765
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq1407
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq575
antigen42|A5IPD1|CP002114.3|mhcii|seq177	antigen42|A5IPD1|CP002114.3|mhcii|seq576
antigen42|A5IPD1|CP002114.3|mhcii|seq465	antigen42|A5IPD1|CP002114.3|mhcii|seq465
antigen42|A5IPD1|CP002114.3|mhcii|seq689	antigen42|A5IPD1|CP002114.3|mhcii|seq689
antigen42|A5IPD1|CP002114.3|mhcii|seq277	antigen42|A5IPD1|CP002114.3|mhcii|seq277
antigen42|A5IPD1|CP002114.3|mhcii|seq277	antigen42|A5IPD1|CP002114.3|mhcii|seq278
antigen42|A5IPD1|CP002114.3|mhcii|seq629	antigen42|A5IPD1|CP002114.3|mhcii|seq629
antigen42|A5IPD1|CP002114.3|mhcii|seq1109	antigen42|A5IPD1|CP002114.3|mhcii|seq1109
antigen42|A5IPD1|CP002114.3|mhcii|seq1109	antigen42|A5IPD1|CP002114.3|mhcii|seq1110
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq1205
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq1202
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq1203
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq692
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq1204
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq693
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq1206
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq1207
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq347
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq5
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq348
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq6
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq1820
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq285
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq349
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq7
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq1821
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq350
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq8
antigen42|A5IPD1|CP002114.3|mhcii|seq1205	antigen42|A5IPD1|CP002114.3|mhcii|seq1822
antigen42|A5IPD1|CP002114.3|mhcii|seq1845	antigen42|A5IPD1|CP002114.3|mhcii|seq1845
antigen42|A5IPD1|CP002114.3|mhcii|seq1845	antigen42|A5IPD1|CP002114.3|mhcii|seq1844
antigen42|A5IPD1|CP002114.3|mhcii|seq1845	antigen42|A5IPD1|CP002114.3|mhcii|seq1846
antigen42|A5IPD1|CP002114.3|mhcii|seq1845	antigen42|A5IPD1|CP002114.3|mhcii|seq1469
antigen42|A5IPD1|CP002114.3|mhcii|seq1845	antigen42|A5IPD1|CP002114.3|mhcii|seq720
antigen42|A5IPD1|CP002114.3|mhcii|seq374	antigen42|A5IPD1|CP002114.3|mhcii|seq374
antigen42|A5IPD1|CP002114.3|mhcii|seq374	antigen42|A5IPD1|CP002114.3|mhcii|seq375
antigen42|A5IPD1|CP002114.3|mhcii|seq758	antigen42|A5IPD1|CP002114.3|mhcii|seq758
antigen42|A5IPD1|CP002114.3|mhcii|seq758	antigen42|A5IPD1|CP002114.3|mhcii|seq1400
antigen42|A5IPD1|CP002114.3|mhcii|seq758	antigen42|A5IPD1|CP002114.3|mhcii|seq757
antigen42|A5IPD1|CP002114.3|mhcii|seq758	antigen42|A5IPD1|CP002114.3|mhcii|seq1399
antigen42|A5IPD1|CP002114.3|mhcii|seq758	antigen42|A5IPD1|CP002114.3|mhcii|seq760
antigen42|A5IPD1|CP002114.3|mhcii|seq758	antigen42|A5IPD1|CP002114.3|mhcii|seq1402
antigen42|A5IPD1|CP002114.3|mhcii|seq758	antigen42|A5IPD1|CP002114.3|mhcii|seq569
antigen42|A5IPD1|CP002114.3|mhcii|seq235	antigen42|A5IPD1|CP002114.3|mhcii|seq235
antigen42|A5IPD1|CP002114.3|mhcii|seq267	antigen42|A5IPD1|CP002114.3|mhcii|seq267
antigen42|A5IPD1|CP002114.3|mhcii|seq267	antigen42|A5IPD1|CP002114.3|mhcii|seq264
antigen42|A5IPD1|CP002114.3|mhcii|seq267	antigen42|A5IPD1|CP002114.3|mhcii|seq265
antigen42|A5IPD1|CP002114.3|mhcii|seq267	antigen42|A5IPD1|CP002114.3|mhcii|seq266
antigen42|A5IPD1|CP002114.3|mhcii|seq267	antigen42|A5IPD1|CP002114.3|mhcii|seq268
antigen42|A5IPD1|CP002114.3|mhcii|seq267	antigen42|A5IPD1|CP002114.3|mhcii|seq269
antigen42|A5IPD1|CP002114.3|mhcii|seq267	antigen42|A5IPD1|CP002114.3|mhcii|seq270
antigen42|A5IPD1|CP002114.3|mhcii|seq555	antigen42|A5IPD1|CP002114.3|mhcii|seq555
antigen42|A5IPD1|CP002114.3|mhcii|seq555	antigen42|A5IPD1|CP002114.3|mhcii|seq554
antigen42|A5IPD1|CP002114.3|mhcii|seq555	antigen42|A5IPD1|CP002114.3|mhcii|seq556
antigen42|A5IPD1|CP002114.3|mhcii|seq555	antigen42|A5IPD1|CP002114.3|mhcii|seq557
antigen42|A5IPD1|CP002114.3|mhcii|seq555	antigen42|A5IPD1|CP002114.3|mhcii|seq558
antigen42|A5IPD1|CP002114.3|mhcii|seq587	antigen42|A5IPD1|CP002114.3|mhcii|seq587
antigen42|A5IPD1|CP002114.3|mhcii|seq1739	antigen42|A5IPD1|CP002114.3|mhcii|seq1739
antigen42|A5IPD1|CP002114.3|mhcii|seq1739	antigen42|A5IPD1|CP002114.3|mhcii|seq1740
antigen42|A5IPD1|CP002114.3|mhcii|seq76	antigen42|A5IPD1|CP002114.3|mhcii|seq76
antigen42|A5IPD1|CP002114.3|mhcii|seq172	antigen42|A5IPD1|CP002114.3|mhcii|seq172
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq364
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq966
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq967
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq617
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq618
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq619
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq363
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq365
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq366
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq367
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq590
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq591
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq592
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq529
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq721
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq530
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq722
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq723
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq978
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq531
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq532
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq979
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq980
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq964
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq965
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq616
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq361
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq362
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq589
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq528
antigen42|A5IPD1|CP002114.3|mhcii|seq364	antigen42|A5IPD1|CP002114.3|mhcii|seq977
antigen42|A5IPD1|CP002114.3|mhcii|seq524	antigen42|A5IPD1|CP002114.3|mhcii|seq524
antigen42|A5IPD1|CP002114.3|mhcii|seq588	antigen42|A5IPD1|CP002114.3|mhcii|seq588
antigen42|A5IPD1|CP002114.3|mhcii|seq1004	antigen42|A5IPD1|CP002114.3|mhcii|seq1004
antigen42|A5IPD1|CP002114.3|mhcii|seq1484	antigen42|A5IPD1|CP002114.3|mhcii|seq1484
antigen42|A5IPD1|CP002114.3|mhcii|seq77	antigen42|A5IPD1|CP002114.3|mhcii|seq77
antigen42|A5IPD1|CP002114.3|mhcii|seq525	antigen42|A5IPD1|CP002114.3|mhcii|seq525
antigen42|A5IPD1|CP002114.3|mhcii|seq1229	antigen42|A5IPD1|CP002114.3|mhcii|seq1229
antigen42|A5IPD1|CP002114.3|mhcii|seq1229	antigen42|A5IPD1|CP002114.3|mhcii|seq1230
antigen42|A5IPD1|CP002114.3|mhcii|seq1229	antigen42|A5IPD1|CP002114.3|mhcii|seq1231
antigen42|A5IPD1|CP002114.3|mhcii|seq1485	antigen42|A5IPD1|CP002114.3|mhcii|seq1485
antigen42|A5IPD1|CP002114.3|mhcii|seq1709	antigen42|A5IPD1|CP002114.3|mhcii|seq1709
antigen42|A5IPD1|CP002114.3|mhcii|seq46	antigen42|A5IPD1|CP002114.3|mhcii|seq46
antigen42|A5IPD1|CP002114.3|mhcii|seq46	antigen42|A5IPD1|CP002114.3|mhcii|seq47
antigen42|A5IPD1|CP002114.3|mhcii|seq46	antigen42|A5IPD1|CP002114.3|mhcii|seq48
antigen42|A5IPD1|CP002114.3|mhcii|seq238	antigen42|A5IPD1|CP002114.3|mhcii|seq238
antigen42|A5IPD1|CP002114.3|mhcii|seq238	antigen42|A5IPD1|CP002114.3|mhcii|seq1252
antigen42|A5IPD1|CP002114.3|mhcii|seq238	antigen42|A5IPD1|CP002114.3|mhcii|seq55
antigen42|A5IPD1|CP002114.3|mhcii|seq238	antigen42|A5IPD1|CP002114.3|mhcii|seq236
antigen42|A5IPD1|CP002114.3|mhcii|seq238	antigen42|A5IPD1|CP002114.3|mhcii|seq237
antigen42|A5IPD1|CP002114.3|mhcii|seq238	antigen42|A5IPD1|CP002114.3|mhcii|seq239
antigen42|A5IPD1|CP002114.3|mhcii|seq238	antigen42|A5IPD1|CP002114.3|mhcii|seq240
antigen42|A5IPD1|CP002114.3|mhcii|seq238	antigen42|A5IPD1|CP002114.3|mhcii|seq1299
antigen42|A5IPD1|CP002114.3|mhcii|seq494	antigen42|A5IPD1|CP002114.3|mhcii|seq494
antigen42|A5IPD1|CP002114.3|mhcii|seq526	antigen42|A5IPD1|CP002114.3|mhcii|seq526
antigen42|A5IPD1|CP002114.3|mhcii|seq841	antigen42|A5IPD1|CP002114.3|mhcii|seq841
antigen42|A5IPD1|CP002114.3|mhcii|seq841	antigen42|A5IPD1|CP002114.3|mhcii|seq840
antigen42|A5IPD1|CP002114.3|mhcii|seq841	antigen42|A5IPD1|CP002114.3|mhcii|seq1878
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1097
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1095
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1096
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1788
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq870
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq263
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq871
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq874
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq872
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq873
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq875
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq876
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq877
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1098
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1099
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1005
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1101
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1100
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1102
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1103
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1006
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1007
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1009
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1008
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1010
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1011
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1012
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1785
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1786
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1787
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1790
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1789
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1791
antigen42|A5IPD1|CP002114.3|mhcii|seq1097	antigen42|A5IPD1|CP002114.3|mhcii|seq1792
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq1193
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq1192
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq1701
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq1698
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq1699
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq1700
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq1702
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq1809
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq1808
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq700
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq701
antigen42|A5IPD1|CP002114.3|mhcii|seq1193	antigen42|A5IPD1|CP002114.3|mhcii|seq702
antigen42|A5IPD1|CP002114.3|mhcii|seq1577	antigen42|A5IPD1|CP002114.3|mhcii|seq1577
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1897
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1506
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1187
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1188
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1189
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1190
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1894
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1503
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1191
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1895
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1504
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1896
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1505
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1802
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1898
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1507
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1803
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1899
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1508
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1804
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1900
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1509
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1805
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1901
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1510
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1902
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1511
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1806
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq1807
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq694
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq695
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq696
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq697
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq698
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq699
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq351
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq9
antigen42|A5IPD1|CP002114.3|mhcii|seq1897	antigen42|A5IPD1|CP002114.3|mhcii|seq352
antigen42|A5IPD1|CP002114.3|mhcii|seq202	antigen42|A5IPD1|CP002114.3|mhcii|seq202
antigen42|A5IPD1|CP002114.3|mhcii|seq234	antigen42|A5IPD1|CP002114.3|mhcii|seq234
antigen42|A5IPD1|CP002114.3|mhcii|seq586	antigen42|A5IPD1|CP002114.3|mhcii|seq586
antigen42|A5IPD1|CP002114.3|mhcii|seq1034	antigen42|A5IPD1|CP002114.3|mhcii|seq1034
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1162
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq550
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq549
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1175
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1584
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1570
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1071
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1072
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1172
antigen42|A5IPD1|CP002114.3|mhcii|seq1162	antigen42|A5IPD1|CP002114.3|mhcii|seq1581
