antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1741
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq186
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1018
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1594
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq187
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1019
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1595
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1020
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1021
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1022
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq877	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1023
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq908
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq912
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1303
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq95
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1263
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1187
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1188
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1189
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq910
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq911
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq92
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1260
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq93
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1261
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq94
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq909	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1262
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1133	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1133
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1043	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1043
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1321
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1073
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1319
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1074
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1320
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq788
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1076
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1322
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1077
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1323
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1078
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1324
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq848
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq852
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1742
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1743
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1744
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq849
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1745
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq850
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq851
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq789
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq790
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq791
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1075	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq792
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1491	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1491
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq244	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq244
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq500	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq500
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq500	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq501
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq4
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq530
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq2
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq531
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq3
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq533
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq5
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1365
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq818
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1462
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1363
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1366
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq819
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1463
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1461
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq532	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1364
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1108	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1108
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1108	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1334
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1686	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1686
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1687
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq248
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq249
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq622
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1308
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq619
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1305
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq204
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq620
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1306
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq621
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1307
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq591
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq592
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq593
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq245
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq246
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq208
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1002
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1003
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1004
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq205
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1005
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq206
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1006
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq207
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq209
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq210
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq211
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1688
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1689
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq250
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1690
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq251
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1691
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq252
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1692
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1693
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq247	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq594
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq279	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq279
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq279	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1734
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq279	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq369
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq662
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq152
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1395
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq151
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1394
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq153
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1396
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq665
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq664
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq893
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq894
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq663	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq895
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1431	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1431
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq376	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq376
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq376	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq377
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq376	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1673
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq376	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1671
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq376	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1672
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq376	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq467
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq376	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq468
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq376	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq469
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq632	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq632
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq91	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq91
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq91	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1259
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq347	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq347
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq347	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1290
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq347	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq346
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq347	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1289
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq347	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq348
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq347	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1291
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq347	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq349
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq347	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1292
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq347	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1626
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq603	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq603
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq699	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq699
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq699	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1448
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq699	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq700
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq699	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1449
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq699	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1228
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq699	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1229
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq699	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq698
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq393
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq781
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1616
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1617
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq761
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq762
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1598
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1599
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq288
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1600
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq838
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq194
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq195
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq835
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq196
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq836
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq837
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1062
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq775
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq839
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1063
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq776
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq840
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1064
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq777
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq841
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1065
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq778
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1066
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq779
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq780
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq461
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1613
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1614
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1615
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq883
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq884
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq885
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq886
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq760
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq397
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq289
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq1601
antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq763	antigen168|A0A0H3K6Z9|BA000018.3|mhcii|seq290
